model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	combinations	value
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_6_16_08	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_7_08_06	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_7_10_14	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_7_12_10	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_7_16_08	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_8_08_06	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_8_10_14	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_8_12_10	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_8_16_08	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_9_08_06	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_9_10_14	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_9_12_10	1
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	2_9_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_1_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_1_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_1_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_1_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_6_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_6_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_6_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_6_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_7_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_7_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_7_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_7_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_8_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_8_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_8_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_8_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_9_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_9_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_9_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	1_9_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_1_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_1_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_1_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_1_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_6_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_6_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_6_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_6_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_7_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_7_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_7_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_7_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_8_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_8_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_8_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_8_16_08	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_9_08_06	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_9_10_14	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_9_12_10	1
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	2_9_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_1_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_1_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_1_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_1_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_6_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_6_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_6_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_6_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_7_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_7_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_7_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_7_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_8_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_8_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_8_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_8_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_9_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_9_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_9_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	1_9_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_1_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_1_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_1_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_1_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_6_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_6_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_6_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_6_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_7_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_7_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_7_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_7_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_8_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_8_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_8_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_8_16_08	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_9_08_06	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_9_10_14	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_9_12_10	1
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	2_9_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_1_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_1_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_1_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_1_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_6_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_6_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_6_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_6_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_7_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_7_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_7_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_7_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_8_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_8_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_8_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_8_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_9_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_9_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_9_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1_9_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_1_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_1_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_1_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_1_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_6_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_6_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_6_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_6_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_7_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_7_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_7_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_7_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_8_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_8_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_8_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_8_16_08	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_9_08_06	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_9_10_14	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_9_12_10	1
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	2_9_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_16_08	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_08_06	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_10_14	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_12_10	1
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_1_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_1_10_14	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_1_12_10	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_1_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_6_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_6_10_14	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_6_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_6_16_08	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_7_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_7_10_14	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_7_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_7_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_8_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_8_10_14	0
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_8_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_8_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_9_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_9_10_14	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_9_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	1_9_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_1_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_1_10_14	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_1_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_1_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_6_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_6_10_14	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_6_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_6_16_08	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_7_08_06	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_7_10_14	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_7_12_10	1
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	2_7_16_08	1
