model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	combinations	value
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	2_8_16_08	1
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	2_9_08_06	1
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	2_9_10_14	1
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	2_9_12_10	1
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	2_9_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_1_08_06	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_1_10_14	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_1_12_10	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_1_16_08	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_6_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_6_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_6_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_6_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_7_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_7_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_7_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_7_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_8_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_8_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_8_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_8_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_9_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_9_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_9_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	1_9_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_1_08_06	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_1_10_14	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_1_12_10	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_1_16_08	0
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_6_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_6_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_6_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_6_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_7_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_7_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_7_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_7_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_8_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_8_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_8_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_8_16_08	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_9_08_06	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_9_10_14	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_9_12_10	1
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	2_9_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_1_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_1_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_1_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_1_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_6_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_6_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_6_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_6_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_7_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_7_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_7_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_7_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_8_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_8_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_8_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_8_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_9_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_9_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_9_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	1_9_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_1_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_1_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_1_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_1_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_6_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_6_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_6_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_6_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_7_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_7_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_7_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_7_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_8_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_8_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_8_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_8_16_08	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_9_08_06	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_9_10_14	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_9_12_10	1
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	2_9_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_1_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_1_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_1_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_1_16_08	0
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_6_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_6_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_6_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_6_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_7_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_7_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_7_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_7_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_8_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_8_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_8_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_8_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_9_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_9_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_9_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	1_9_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_1_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_1_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_1_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_1_16_08	0
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_6_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_6_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_6_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_6_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_7_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_7_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_7_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_7_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_8_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_8_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_8_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_8_16_08	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_9_08_06	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_9_10_14	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_9_12_10	1
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	2_9_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_1_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_1_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_1_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_1_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_6_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_6_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_6_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_6_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_7_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_7_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_7_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_7_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_8_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_8_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_8_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_8_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_9_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_9_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_9_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	1_9_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_1_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_1_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_1_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_1_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_6_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_6_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_6_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_6_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_7_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_7_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_7_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_7_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_8_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_8_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_8_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_8_16_08	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_9_08_06	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_9_10_14	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_9_12_10	1
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	2_9_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_1_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_1_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_1_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_1_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_6_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_6_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_6_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_6_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_7_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_7_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_7_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_7_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_8_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_8_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_8_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_8_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_9_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_9_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_9_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1_9_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_1_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_1_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_1_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_1_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_6_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_6_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_6_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_6_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_7_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_7_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_7_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_7_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_8_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_8_10_14	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_8_12_10	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_8_16_08	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_9_08_06	1
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	2_9_10_14	1
