id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	48.639000000027636	51.207542419433594	74	110	0.0	
{Bungay2006}_{Bungay2006}	44.78750000000127	47.47176170349121	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	17.032000000006825	19.09637451171875	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	20.29549999999989	20.768284797668457	46	119	0.0	
{Froehlich2018}_{Froehlich2018}	197.16649999999981	268.2546377182007	1396	4704	0.0	
{Holzhutter2004}_{Holzhutter2004}	3.4520000000000017	3.995537757873535	45	166	0.0	
{Hui2014}_{Hui2014}	7.073999999999948	7.603049278259277	65	113	0.0	
{Lai2014}_{Lai2014}	22.06050000000033	22.71270751953125	195	27	0.0	
{Leber2015}_{Leber2015}	9.87999999999991	10.139226913452148	23	51	0.0	
{Levchenko2000a}_{Levchenko2000a}	18.013499999969326	21.30281925201416	86	300	0.0	
{Liu2011}_{Liu2011}	22.076000000000093	24.022817611694336	42	89	0.0	
{Nakakuki2010}_{Nakakuki2010}	0.0	1.9086599349975586	49	141	-4.0	
{ODea2007}_{ODea2007}	1.6815000000000024	1.9690990447998047	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	10.036000000000016	10.30421257019043	90	20	0.0	
{Pathak2013}_{Pathak2013}	2.6610000000000014	3.1685829162597656	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	2.462500000000011	2.9900074005126953	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	3.9185000000000443	4.272580146789551	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	97.34100000000012	98.05536270141602	136	83	0.0	
{Proctor2013a}_{Proctor2013a}	55.270000000000095	55.849432945251465	75	131	0.0	
{Qi2013a}_{Qi2013a}	98.55149999999969	99.26223754882812	136	83	0.0	
{Sasagawa2005}_{Sasagawa2005}	16.080999999999953	16.937613487243652	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	27.354999999999677	29.109477996826172	240	272	0.0	
{Singh2006}_{Singh2006}	57.02150000000063	57.54101276397705	68	105	0.0	
{Sivakumar2011c}_{Sivakumar2011c}	5.143000000000015	5.442976951599121	50	56	0.0	
{Ueda2001}_{Ueda2001}	2.9390000000000205	3.216862678527832	13	66	0.0	
{Ung2008}_{Ung2008}	73.08650000000011	74.81884956359863	194	313	0.0	
{Yang2007}_{Yang2007}	8.645000000000032	8.905291557312012	25	54	0.0	
{aguda1999_fig5c}_{model0_aguda1}	6.938500000001518	8.169412612915039	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	2.3330000000000477	3.3969879150390625	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	2.2985000000001072	3.370046615600586	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	2.3870000000002243	3.4689903259277344	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	2.3645000000002696	3.4388303756713867	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	3.554000000000343	4.639863967895508	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	2.419000000000459	3.4917593002319336	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	3.522000000000176	4.609465599060059	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	2.497000000000291	3.5549402236938477	4	8	0.0	
{bachmann2011}_{bachmann}	5.801500000000239	7.237553596496582	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	5.7009999999989205	7.259130477905273	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	5.674500000000414	6.81459903717041	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.4114999999998608	2.4564266204833984	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	2.288499999999985	3.346562385559082	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	1.592500000000082	2.613544464111328	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	8.466999999995892	10.150671005249023	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	11.636499999999359	12.742996215820312	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	12.517499999998606	14.588594436645508	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	42.75849999999792	43.988585472106934	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	22.586499999998466	24.080753326416016	5	13	0.0	
{brands2002_fig2-user}_{model0_brands1}	1.9909999999994756	3.1141042709350586	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	3.9144999999992827	5.25820255279541	18	30	0.0	
