observableId	preequilibrationConditionId	simulationConditionId	measurment	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
GTP-Ras (Epo = 50)			0.08042086086900309	0	NaN			
GTP-Ras (Epo = 50)			0.3422540116221017	5	NaN			
GTP-Ras (Epo = 50)			0.3262129393028271	10	NaN			
GTP-Ras (Epo = 50)			0.3515257475607602	12	NaN			
GTP-Ras (Epo = 50)			0.310332117284953	20	NaN			
GTP-Ras (Epo = 50)			0.19065581503925272	60	NaN			
GTP-Ras (Epo = 50)				0	NaN			
GTP-Ras (Epo = 50)				5	NaN			
GTP-Ras (Epo = 50)				10	NaN			
GTP-Ras (Epo = 50)				12	NaN			
GTP-Ras (Epo = 50)				20	NaN			
GTP-Ras (Epo = 10)			0.08042086086900309	0	NaN			
GTP-Ras (Epo = 10)			0.3393447346935855	5	NaN			
GTP-Ras (Epo = 10)			0.353	10	NaN			
GTP-Ras (Epo = 10)			0.34244692589835984	12	NaN			
GTP-Ras (Epo = 10)			0.28128378860010117	20	NaN			
GTP-Ras (Epo = 10)			0.16511491184791735	60	NaN			
GTP-Ras (Epo = 10)				0	NaN			
GTP-Ras (Epo = 10)				5	NaN			
GTP-Ras (Epo = 10)				10	NaN			
GTP-Ras (Epo = 10)				12	NaN			
GTP-Ras (Epo = 10)				20	NaN			
GTP-Ras (Epo = 5)			0.08042086086900309	0	NaN			
GTP-Ras (Epo = 5)			0.2710949161960294	5	NaN			
GTP-Ras (Epo = 5)			0.3238757131667121	10	NaN			
GTP-Ras (Epo = 5)			0.2624696451332242	12	NaN			
GTP-Ras (Epo = 5)			0.17655124065357805	20	NaN			
GTP-Ras (Epo = 5)			0.15286241718493285	60	NaN			
GTP-Ras (Epo = 5)			0.0815055305868952	0	NaN			
GTP-Ras (Epo = 5)			0.3522325505427647	5	NaN			
GTP-Ras (Epo = 5)			0.3825189720825401	10	NaN			
GTP-Ras (Epo = 5)			0.29624780330526335	12	NaN			
GTP-Ras (Epo = 5)			0.2567985786078129	20	NaN			
GTP-Ras (Epo = 2.5)			0.0815055305868952	0	NaN			
GTP-Ras (Epo = 2.5)			0.23993066624378265	5	NaN			
GTP-Ras (Epo = 2.5)			0.34869656975661506	10	NaN			
GTP-Ras (Epo = 2.5)			0.35366115936107073	12	NaN			
GTP-Ras (Epo = 2.5)			0.19821342013585078	20	NaN			
GTP-Ras (Epo = 2.5)			0.1450108618977422	60	NaN			
GTP-Ras (Epo = 2.5)				0	NaN			
GTP-Ras (Epo = 2.5)				5	NaN			
GTP-Ras (Epo = 2.5)				10	NaN			
GTP-Ras (Epo = 2.5)				12	NaN			
GTP-Ras (Epo = 2.5)				20	NaN			
GTP-Ras (Epo = 1)			0.0815055305868952	0	NaN			
GTP-Ras (Epo = 1)			0.061317965875669914	5	NaN			
GTP-Ras (Epo = 1)			0.23549072010734137	10	NaN			
GTP-Ras (Epo = 1)			0.07357237669073392	12	NaN			
GTP-Ras (Epo = 1)			0.11155203280993846	20	NaN			
GTP-Ras (Epo = 1)			0.030038611626546797	60	NaN			
GTP-Ras (Epo = 1)				0	NaN			
GTP-Ras (Epo = 1)				5	NaN			
GTP-Ras (Epo = 1)				10	NaN			
GTP-Ras (Epo = 1)				12	NaN			
GTP-Ras (Epo = 1)				20	NaN			
