model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	1_1_08_06	1_1_10_14	1_1_12_10	1_1_16_08	1_6_08_06	1_6_10_14	1_6_12_10	1_6_16_08	1_7_08_06	1_7_10_14	1_7_12_10	1_7_16_08	1_8_08_06	1_8_10_14	1_8_12_10	1_8_16_08	1_9_08_06	1_9_10_14	1_9_12_10	1_9_16_08	2_1_08_06	2_1_10_14	2_1_12_10	2_1_16_08	2_6_08_06	2_6_10_14	2_6_12_10	2_6_16_08	2_7_08_06	2_7_10_14	2_7_12_10	2_7_16_08	2_8_08_06	2_8_10_14	2_8_12_10	2_8_16_08	2_9_08_06	2_9_10_14	2_9_12_10	2_9_16_08
{hatakeyama2003_fig5-user}	36	34	68	0	0.7647058823529411	0.029411764705882353	0	0	0.35294117647058826	0	0	0	0.6176470588235294	0.0	0.0	0.0	0.0	0.013989771000000002	0.0048671151000000005	0.0069719518999999995	0.0103989891	0.013413985	0.0041088786	0.0064640190000000005	0.0084878943	0.0049511682	0.0017025505	0.0025657287	0.0035002117	0.0927386215	0.0138962084	0.0197048597	0.034420499	0.0	0.0	0.0	0.0	0.05151331940000001	0.026663118700000002	0.0261494811	0.0443187126	0.0355562243	0.014713950200000001	0.0170949153	0.024257977000000003	0.0105417402	0.003131369	0.004214633	0.007040032900000001	1.0	0.3516875386	0.44212644289999997	0.5873388042000001
{hernandezvargas2013}	5	13	15	0.15384615384615385	0.8461538461538461	0	0	0	0	0	0	0	0.15384615384615385	0.0053374791000000005	0.0097088497	0.0053148708	0.0040857226	0.5265392781	0.1244796126	0.2493789187	0.3671194706	0.5908071749	0.137557506	0.2767857143	0.3702792904	0.40057007130000005	0.1053131167	0.19271380899999999	0.2800956683	0.8823775638	0.23308270679999998	0.37723693630000005	0.5260137243	0.0037671447	0.010476538399999999	0.005519740699999999	0.0020501419	0.6740207834	0.1426444715	0.33633825289999997	0.48298774200000005	0.6762913057	0.1337860565	0.26982399999999995	0.506122449	0.48160840759999995	0.1035185503	0.23846153850000001	0.33486894359999997	1.0	0.2545125264	0.5091172564	0.5217821782000001
{ho1995_fig3}	1	1	1	0	0	0	0	0	0	0	0	0	0	0.9320184641	0.8859194256	0.8699569134	0.9339781329000001	0.9673344948	0.9269616026999999	0.9581535806999999	0.9573275862	0.9623050259999999	0.9269616026999999	0.9581535806999999	0.9556798623	0.9673344948	0.9091281212000001	0.9556798623	0.9589810017	0.9010141988	0.8493307839	0.8473864937000001	0.8744094487999999	0.9606401384000001	0.9499572284000001	0.9355518113	0.9443027211	0.999549955	0.9884290165	0.9955177051	0.9973057925	0.9982022472	0.9758347979	1.0	0.9946260635999999	0.980141218	0.9749780509	0.9754062363	0.9906333631	0.9185277087999999	0.9113664341	0.92004971	0.9132401316
{hockin1999_fig7a-user}	30	33	9	0	1	0	0	0	0	0	0	0	0	0.0	0.0259908823	0.027465116	0.0279031738	0.6084881969	0.6137284701	0.4701202949	0.2096383457	0.5809158475	0.4759379297	0.4526433775	0.2120602135	0.3253222342	0.3659015403	0.26566525960000004	0.1240687166	1.0	0.9152030217	0.8507724718999999	0.3874320435	0.0	0.0130986072	0.0139454441	0.0242169229	0.6406663141	0.6028862900999999	0.5206274173	0.3720251804	0.6084118016	0.6216805645	0.49692370799999996	0.3515670342	0.3926430076	0.3587769305	0.2980503106	0.20942996670000003	0.9707532051000001	0.8759942155	0.8319313305	0.7142225497
{hockin2002_fig3-user}	34	31	42	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0059656301	0.0044527685999999995	0.49534315240000004	0.4545028675	0.3775767725	0.1041040748	0.4518027235	0.36515739049999996	0.3173582063	0.10405366320000001	0.1487792637	0.2121300462	0.17209554829999998	0.0506227242	1.0	0.9747016561	0.9397968768000001	0.16329039039999999	0.0	0.0024994204	0.0024942458	0.0027676531	0.5201533638	0.4563361412	0.38632880840000006	0.2869781116	0.42199815469999996	0.3829967941	0.3574243388	0.2758825709	0.2508029266	0.2026687429	0.17330186690000002	0.1310829069	0.9263910188	0.9287827801999999	0.9017603154	0.8650905161
{hornberg2005_fig2a-user}	9	8	17	0	0.5	0	0	0	0	0	0	0	0.875	0.923121555	0.4896891351	0.43058186740000004	0.1926733273	0.7355524734000001	0.6691903260000001	0.5965504312	0.7132929836	0.9464604402	0.7094760312	0.6107485604999999	0.6089952153	0.8988700565000001	0.6134567187	0.5172301691	0.6496529196	0.7825873094	0.6744383212999999	0.6589355974000001	0.7060128689	0.8763426053	0.4140533507	0.4218480711	0.1528117947	1.0	0.6758708581	0.6379310345	0.7522458629000001	0.45652797700000003	0.648990414	0.5799161655	0.723346215	0.9400295420999999	0.5783351509	0.5218960144	0.3946911436	0.36897031539999997	0.7702735415	0.6544631839	0.7134529148000001
{ihekwaba2004_fig5-user}	26	64	64	0	1	0	0	0	0	0	0	0	0	0.1718014943	0.12791236720000002	0.1067656458	0.07863792780000001	0.6323204889	0.30241526280000003	0.23957294920000002	0.3062818615	0.5893054896	0.3257400201	0.2567637429	0.3179141418	0.405375993	0.2063540426	0.1641439179	0.2100425724	0.738208482	0.39384647920000004	0.2945711913	0.3809962156	0.1587335407	0.1356815036	0.1174060358	0.0820493618	0.7050250781	0.3009857789	0.2154736081	0.2878114738	0.38909489740000003	0.30604280489999997	0.18590143480000001	0.3598512293	0.41934031299999996	0.1905809521	0.1445282946	0.1973091795	1.0	0.5296083031000001	0.26852652829999996	0.36594950390000003
{jiang2007_fig2-user}	59	45	306	0	0.08888888888888889	0.044444444444444446	0.022222222222222223	0	0.08888888888888889	0	0	0	0.8444444444444444	0.0159816137	0.0164804249	0.0156485954	0.0	0.3494604547	0.2030690022	0.12794952810000002	0.1350350608	0.2579348006	0.1555207985	0.10163761439999999	0.10282978529999999	0.13764308890000002	0.095742236	0.061695052699999996	0.0646980014	0.7835661505	0.42790691200000003	0.2817366347	0.2829684751	0.0043965751	0.007397707900000001	0.012727278799999998	0.0	0.4951731696	0.2810093472	0.1801323804	0.1762800745	0.39269190460000003	0.22857249129999999	0.146908877	0.1355376677	0.1945094216	0.1237673617	0.08267131259999999	0.0806424096	1.0	0.6811807873000001	0.4851705203	0.4797951208
{karin2017_fig1c}	2	3	3	0	1	0	0	0	0	0	0	0	0	0.8257363254000001	0.7606589147	0.8065068493	0.8045780663	0.8462091268	0.756748072	0.783954727	0.8535701340999999	0.8410714286	0.7579658834999999	0.7865731463	0.8157256668	0.8301022207	0.7270762581	0.7964152858	0.832155477	0.7352482048000001	0.7313664595999999	0.7248384118000001	0.7450173995999999	0.9480676328000001	0.7327317984	0.7658536585	0.922083007	1.0	0.6732418525	0.6692242114	0.7069948964	0.9643734643999999	0.3349928876	0.6792616095	0.9231673853	0.9857681037999999	0.6615168539	0.34289458359999997	0.9264358773	0.8971428571	0.417109458	0.7204037931999999	0.8456014363
{karin2017_fig1g}	2	2	3	0	1	0	0	0	0	0	0	0	0.5	0.9737578726	0.8458966565	0.7897275823000001	0.5313096602	0.8934189406	0.7872701556	0.8202180961	0.8653606965	0.9154605263	0.7915244596	0.79902383	0.8820919176	0.9115623976	0.7713414634	0.7863803334	0.8683307332	0.783943662	0.7879388448000001	0.7711277362000001	0.7094060668000001	0.9879304224	0.7529761905	0.5599597586	0.5129953917	1.0	0.5615415658	0.2883041541	0.6746666667	0.247553816	0.38412698409999996	0.4462081129	0.8570988605	0.9942836727	0.22339059239999998	0.40147143679999997	0.7732703529	0.9270486342	0.6180324228	0.7901760363	0.8576271186
{karin2017_fig2}	5	5	2	0	1	0	0	0	0	0	0	0.2	0	0.0044217294	0.0294736966	0.013773483799999998	0.0001209883	0.2817226064	0.0833749293	0.1009000664	0.12815856779999998	0.2300523368	0.0666560251	0.082287835	0.09497365529999999	0.137021137	0.0413223822	0.0523205429	0.059520132999999996	0.8745200698000001	0.23698273820000001	0.2863264956	0.35162444740000004	0.0035785290999999996	0.029908382799999998	0.010739874699999999	0.0001156997	0.28398979879999997	0.1413420585	0.20119649879999998	0.19803193170000002	0.2703242164	0.11365904550000001	0.13178172259999998	0.2144385484	0.1534574631	0.06908484299999999	0.0833555127	0.10348601880000001	1.0	0.5260340122	0.6215579261	0.9747130908
{kholodenko1999_fig4b-user}	23	25	52	0	0.88	0	0	0	0	0	0	0	0.12	0.7060922426	0.23097873079999998	0.23858004019999998	0.365308355	0.6566302077	0.37845303869999997	0.40739611130000003	0.5567364802	0.7773897861	0.48924091200000003	0.5139476722	0.568162484	0.6755594892	0.32078530260000004	0.3608184765	0.4367693943	0.9620093626	0.6560658153	0.6680420105	0.8077097506	0.6418789044	0.2148285151	0.2119228939	0.4885251897	0.8922845691	0.3425658781	0.38784843210000003	0.5623026731	0.44033294869999995	0.3635683179	0.40600303950000005	0.561357428	0.6903992764	0.24267611390000002	0.2709294661	0.4762881084	1.0	0.5463190184000001	0.5438721498	0.7439431913
{kholodenko2000_fig2a-user}	8	10	22	0	0.4	0	0	0	0	0	0.1	0	1	0.7692457991	0.2727493159	0.3322362869	0.5083607722	0.8411494498000001	0.2361515161	0.3046506229	0.4913265943	0.8861129867	0.2603663779	0.31905668789999997	0.5295937584	0.68678587	0.20181464010000003	0.2559984394	0.40520790450000005	1.0	0.32755106289999997	0.38603716229999996	0.5957479004	0.6893110390999999	0.2396372269	0.2985516039	0.4465237609	0.5977831764	0.162955298	0.2164733051	0.3677892475	0.5913631243	0.1456206539	0.1917588038	0.3385792914	0.5077706842	0.1363510425	0.1831333147	0.3066079981	0.7569698134999999	0.2408761357	0.30526479030000003	0.4737380422
{kim2011_figs5-user}	4	9	14	0	0.7777777777777778	0	0	0	0.1111111111111111	0	0	0	0.1111111111111111	0.6686999619	0.3248870119	0.2892671021	0.43514935	0.525716341	0.2332819067	0.20148413629999998	0.3165150859	0.5365226967	0.2355057869	0.2063723645	0.3314436886	0.3867184055	0.1662338647	0.14639113310000001	0.17983103670000003	1.0	0.4711507467	0.3979489972	0.6078037286	0.6350470672999999	0.32433431949999997	0.2766299719	0.43592802469999997	0.4351709423	0.1647288642	0.14173050199999998	0.2404320649	0.3740510108	0.1349479904	0.10896304949999999	0.1981025525	0.2967248613	0.11842549460000001	0.1000810234	0.1677441567	0.8302565559	0.3263863044	0.269076182	0.4665389935
{kirschner1998_fig2-user}	2	6	8	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	0.41442087159999996	0.2735099338	0.2826278229	0.3574431256	0.8274184316	0.2806251213	0.4656144307	0.6215867555	0.7654222928	0.3128110799	0.4475232198	0.5913274698	0.6931191561	0.2294080305	0.3855694852	0.5273622765	0.9996542184999999	0.4143614734	0.5725886314	0.8377281947	0.34822934229999997	0.3775137112	0.349703641	0.36753114670000003	0.7929237520999999	0.40661040789999997	0.5155135521	0.6460335196	0.7511041829	0.36795214460000003	0.4845792826	0.6321889351	0.6667435424	0.3180767961	0.4252721389	0.4402314603	1.0	0.50243309	0.6746791132	0.7382533197
{kofahl2004_fig3-user}	37	47	47	0	0.9787234042553191	0	0	0	0	0	0	0	0.0425531914893617	0.0005141381	0.0013232417000000002	0.0	0.0	0.1354930842	0.0256616721	0.028972508900000003	0.0525118993	0.1298790695	0.025001279900000003	0.0291392309	0.0518282215	0.058614834500000004	0.0140813417	0.0161071898	0.025763126299999998	0.36120779670000003	0.0488024242	0.0579014726	0.1116753318	0.0004388706	0.0013446193	0.0	0.0	0.2271844129	0.1174606319	0.1160502111	0.1436916393	0.23290784120000002	0.11779395279999999	0.1220110812	0.1297734982	0.0845357256	0.0498657553	0.04741399	0.0545256915	1.0	0.40664184950000004	0.38417399350000003	0.5682603785
{kolodkin2010_figure2b}_89	3	2	8	0	1	0	0	0	0	0	0	0	0	0.1632018008	0.16519233349999998	0.1554518509	0.1556383382	0.370732441	0.6262703252	0.4443843519	0.5666666667	0.36796536799999996	0.5780956848	0.5424735915	0.6012195122	0.6466421826	0.5666666667	0.43169877409999996	0.5070973051	1.0	0.9009502923999999	0.7877916267	0.8438890791	0.18210697399999998	0.1882973035	0.1717171717	0.1724379154	0.7284278959999999	0.6463030939	0.5767430978	0.6227892875	0.6975099038	0.6193467336999999	0.555430374	0.5916946711	0.6461336828	0.5808199811	0.510986733	0.5631711218	0.9712371945999999	0.7928594403	0.7741834170999999	0.8573913043000001
{kolodkin2010_figure2b}_90	6	3	8	0	1	0	0	0	0	0	0	0	0	0.0011487827000000001	0.0018903092999999998	0.0006308122	0.0010488849	0.6157750879	0.08611133859999999	0.058490811	0.1351965365	0.34724210060000005	0.0789644985	0.0744992441	0.1940923077	0.3813784764	0.0537693068	0.0259742399	0.18025947309999998	0.9426180514	0.1310726011	0.1287241858	0.4912772586	0.0012368899	0.0013658599	0.0005654674	0.0011554155	0.6520570602	0.558427762	0.5035121328000001	0.5253164557	0.5897531788	0.49342928659999996	0.4401953943	0.5039143633	0.42030916840000004	0.34293791450000005	0.2829714696	0.355300214	1.0	0.9595375723	0.8535859269	0.8773296245000001
{kolodkin2010_figure2b}_91	10	7	17	0	1	0	0	0	0	0	0	0	0	0.0050100702	0.0078627266	0.0040366116	0.0035630032	0.5065211605	0.09766988300000001	0.10929244199999999	0.205086755	0.4165936953	0.1283296244	0.1304944113	0.2118210151	0.2983226211	0.085455117	0.08618073949999999	0.1413766205	0.7651789304000001	0.2177719288	0.2258619666	0.3939143035	0.005515086800000001	0.0063583815	0.0038328414	0.003237639	0.6852718761	0.4164113786	0.38682792969999996	0.5063190102	0.6063406085999999	0.37908366530000004	0.35956542280000003	0.44291865469999997	0.4071023639	0.22721031579999998	0.21259006870000002	0.3079038913	1.0	0.7852279761	0.6834261088	0.37608695649999996
{kolodkin2010_figure2b}_92	8	6	15	0	1	0	0	0	0	0	0	0	0	0.0043778152	0.006941093299999999	0.0042617211	0.0039017309000000003	0.41420118340000006	0.2193440568	0.12189930730000001	0.24855993059999998	0.464738861	0.2063138591	0.2127372189	0.2883295195	0.308611737	0.15055202410000001	0.143606109	0.1718869366	0.8348794062999999	0.38057267130000005	0.36111429549999996	0.5239520958	0.0032168065999999998	0.00399399	0.0030429726	0.0030103384	0.6076388889	0.4239569314	0.3616947985	0.4781420765	0.5522440393	0.37956380289999997	0.3719886632	0.39979692850000004	0.40384615380000005	0.2628724026	0.2546895213	0.31181944170000003	1.0	0.7521489970999999	0.6778566817	0.7845579078
{kolodkin2010_figure2b}_93	8	6	15	0	1	0	0	0	0	0	0	0	0	0.0010319481	0.0018199195	0.00041141720000000004	0.0008884855	0.47913978490000003	0.0626664167	0.059251116900000005	0.1224175824	0.4186920571	0.0533610091	0.060541284699999996	0.20714020079999998	0.2885013812	0.0399092429	0.0229885057	0.0934982095	0.9171240395	0.10017084789999998	0.1037984905	0.3267820475	0.0010979228	0.0014345139000000002	0.0003563675	0.0009300394	0.6046679935	0.42186316590000006	0.3303024313	0.4798966111	0.5653865674	0.35164141409999994	0.4000478813	0.4435890629	0.375	0.2159054202	0.1827028209	0.2927983179	1.0	0.7583390061	0.7454829355	0.8553877655
{kolodkin2010_figure2b}_94	8	6	15	0	1	0	0	0	0	0	0	0	0	0.0020883716	0.0035179741999999997	0.0011329649	0.0017689557	0.42164305950000003	0.0562178005	0.0625420196	0.164369644	0.3902873925	0.055813046500000005	0.0732264095	0.1751388497	0.26804495030000003	0.0373519374	0.039236155	0.0993909931	0.8429995469	0.09545920990000001	0.12971936550000002	0.323677801	0.0021966655999999998	0.0028261053000000003	0.0007727189	0.0014874034	0.6197534977	0.3676514178	0.34811488450000005	0.47907815119999997	0.6086032057999999	0.2915915681	0.37206279369999995	0.46069085060000003	0.3838060856	0.2251331075	0.21334785850000001	0.2765925816	1.0	0.7154393386	0.6912502322	0.9082255309
{kouril2017_fig1a}	6	2	7	0	0.5	0	0	0	0	0	0	0	0.5	0.8742164647	0.7654592023000001	0.7307020608	0.7900302115000001	0.9933523267000001	0.8452525253000001	0.7679882526	0.8909710392	1.0	0.8295003965000001	0.7826412271	0.9036717062999999	0.9757462687	0.8200705606	0.7719557196	0.8845665962	0.8049249710999999	0.7455452602	0.7024848892000001	0.7679882526	0.8067875048	0.6943245934000001	0.663495084	0.7756766778	0.8951647411	0.7568740955	0.677680596	0.8368	0.900172117	0.7696835909	0.6618158811	0.808658678	0.3203184811	0.7623906706	0.6603535354	0.8077220076999999	0.7546897547	0.6651828299	0.6456790123	0.7317243792
{kouril2017_fig2b}	2	1	1	0	1	0	0	0	0	0	0	0	0	0.8273187184	0.8284363390999999	0.6254462009	0.8352059925	0.8820568140999999	0.8714031972	0.8701667258	0.8760714286	0.8631245602	0.859495445	0.8585929295999999	0.8658665725	0.8704755145	0.8508498092	0.8446969697	0.8707845225	0.8087701945	0.8021582734	0.7956535842	0.8029459901999999	0.9485692189	0.9249622926000001	0.9207957957999999	0.9373328237999999	0.9967492889	0.9843499197	0.9784603111	1.0	0.9871227364	0.9563352827	0.9672712934000001	0.9843499197	0.9927154998000001	0.9608303956	0.9703322784999999	0.9927154998000001	0.8962367556	0.8649506347	0.8849206349	0.90784604
{kouril2017_fig3b}	7	3	10	0	0.6666666666666666	0	0	0	0	0	0	0	0.3333333333333333	0.20834423230000002	0.2519772224	0.1835147745	0.12268473949999999	0.8384210526000001	0.7208144795999999	0.5789569326	0.7349480969	0.7778320313	0.7089452603	0.6058185967	0.7302314920999999	0.7405857740999999	0.6284023669	0.4915908039	0.633777601	1.0	0.8629469122	0.780499755	0.6619571993	0.208630738	0.2479377432	0.18436433079999998	0.050440922699999995	0.8307692308	0.6878238342	0.5583596215	0.7175675676000001	0.7801175318000001	0.739897817	0.578641482	0.6498062411	0.7324137931	0.6012455179999999	0.4606043082	0.5814929732	0.9827267118999999	0.8491471215	0.7567695962000001	0.8360010495999999
{kouril2017_fig4b}	11	4	14	0	0.5	0	0	0	0	0	0	0	0.5	0.041133278599999996	0.068645827	0.044801641600000004	0.0106906552	0.6727236816	0.361686312	0.30706815719999997	0.4299419339	0.6519908115999999	0.3509892828	0.3219281664	0.45443629090000004	0.5134931403999999	0.2212837838	0.2178445795	0.3227212431	1.0	0.43762045479999995	0.3835585586	0.7683284456999999	0.0375531985	0.061421383899999994	0.0443397209	0.0029171474	0.7216101695	0.607780157	0.5670995671	0.5344421779	0.6799760431	0.5833190615	0.5548134875	0.5014723204	0.5232754647	0.39221556890000003	0.2508284852	0.35464389840000005	0.35985208659999995	0.8776088637	0.8260975018000001	0.8327628362
{kouril2017_fig4c}	13	6	21	0	0.6666666666666666	0	0	0	0	0	0	0	0.3333333333333333	0.0235869015	0.0416723697	0.023782055899999998	0.0037518116999999997	0.6045517031000001	0.2243001247	0.2056103896	0.3216840052	0.5905699791	0.2314213881	0.22263471710000002	0.2875826491	0.3965137247	0.1499242424	0.1117290049	0.1708317148	0.9977312831	0.4622211842	0.3283557325	0.6425324675	0.0217214734	0.0392806812	0.0247181889	0.0019872002	0.6272583200999999	0.44203707840000006	0.42263748	0.4950594121	0.6134531928	0.4614129168	0.42844771600000003	0.45625360229999995	0.364859882	0.24910315309999997	0.24749874940000002	0.2887365042	1.0	0.3604079403	0.8172620277	0.8677921507999999
{kowald2006_fig2-user}	9	17	16	0.23529411764705882	0.7058823529411765	0.058823529411764705	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.46664553950000004	0.0	0.0	0.0	0.1921069798	0.0	0.0	0.0	0.1327413684	0.0800619835	0.0	0.0	0.81331124	0.8651586368999999	0.73902133	0.0	0.0	0.0	0.0	0.0	0.5058399176	0.46894904460000003	0.36121673	0.317862925	0.2608041091	0.2219960802	0.0655843577	0.030427011299999997	0.1291949989	0.08561295390000001	0.022778779	0.0057160381	1.0	0.9322570434	0.8385535308	0.7142857143000001
{laub1998_fig3top-user}	7	14	14	0.07142857142857142	0.9285714285714286	0	0	0	0	0	0	0	0	0.4386951631	0.22717816429999999	0.2346772114	0.336455509	0.8713692945999999	0.4996339678	0.5099943957	0.7017994859000001	0.9466019417	0.5195052331000001	0.5538648813	0.7169117647	0.8325709057999999	0.41762276270000004	0.41095890409999997	0.6697742885	0.7751277683	0.6809678224	0.7254849854000001	0.7456978967	0.393258427	0.24150743100000002	0.2266500623	0.29298132649999997	0.97465191	0.21859236129999998	0.2343548802	0.6088314005	1.0	0.2095808383	0.2297592998	0.5633512175	0.9599156118000001	0.1908423628	0.20304946079999997	0.5440414508	0.8528584817	0.2603967951	0.26746350539999997	0.7724957554999999
{lebeda2008_fig1-user-2}	4	3	3	0	1	0	0	0	0	0	0	0	0	0.9220151829000001	0.8723473719	0.8550399999999999	0.8763529026000001	0.9385317878	0.9097718761	0.8897768898	0.8966442953	0.9421720733	0.904842533	0.9073005093000001	0.9182130584	0.9382022472	0.9135042735	0.8789473684	0.9097718761	0.8079830662	0.8048192770999999	0.7776484284	0.7671547517	0.9614969413	0.860547504	0.71712292	0.9110126151000001	0.42332065909999994	0.8633279483	0.740371294	0.9175824176	0.9944175661	0.8370927318000001	0.663191859	0.9319846529000001	1.0	0.8318804483	0.6804176216	0.8993604847	0.9220151829000001	0.8004793289	0.6727089626999999	0.9045362221
{lee2010_fig3-user}	14	16	22	0	1	0	0	0	0	0	0	0	0	0.0050927407	0.005209501500000001	0.0049167965999999995	7.23850996460268e-05	0.2848147412	0.0745243587	0.0394857752	0.06778244	0.3233744732	0.0714487621	0.047779482699999994	0.0974707951	0.154329634	0.037106440299999995	0.0274207752	0.047571601	0.8492094862	0.16844374760000003	0.09068653310000001	0.2115706548	0.0038249240000000004	0.0033938733	0.0035552268	7.017228479884261e-05	0.4419872454	0.3936063021	0.2813461664	0.3536625514	0.43606657200000004	0.3300814257	0.2615656197	0.2866577718	0.2133035493	0.1786100258	0.1556151088	0.1779811954	1.0	0.9972151311	0.5945758959	0.8175418569
{lee2010_figs6-user}	9	8	12	0	1	0	0	0	0	0	0	0	0	0.0059369	0.0060911933	0.0058876163	0.000214715	0.2710547534	0.057291586	0.0460890373	0.0923230558	0.292818117	0.0770288285	0.051336155999999994	0.0931791267	0.19722666670000003	0.0420944792	0.0295414603	0.0446866617	0.8544362292000001	0.1604129614	0.09872917560000001	0.1728764434	0.0051048721	0.0046875218	0.0060698276	0.00019612619999999999	0.5146833681	0.4429803546	0.3651984989	0.4307513104	0.4825786246	0.3594479005	0.35639938320000003	0.3724068479	0.2709157509	0.21223599629999998	0.11747514220000001	0.2196092405	1.0	0.7398959584	0.7985316346	0.38214322619999996
{lee2010_figs9-user}	4	4	4	0	1	0	0	0	0	0	0	0	0	0.8115284974	0.8065658190999999	0.8068254990000001	0.7988524068	0.8392498326000001	0.8460499662000001	0.8295266468000001	0.8386880857	0.8845746557999999	0.8541240627	0.8432032301000001	0.8544152745	0.8722589628	0.8668280872	0.8406574975	0.8593964335	0.7920353981999999	0.7980891720000001	0.7895400126000001	0.7935402153	0.9343773304	0.9274611398999999	0.8959599571	0.8596912521	0.9996011169	0.9298701299	0.9069851611	0.9119359534	1.0	0.9557589626	0.9106104651000001	0.9278045168000001	0.997611465	0.9284920340999999	0.9357729649	0.915266618	0.9149324570999999	0.8880226790000001	0.8558743168999999	0.8692334373999999
{leloup1999_fig2a}	10	24	46	0	0.5833333333333334	0	0	0	0.08333333333333333	0	0	0	0.5	0.8558075125	0.4357098793	0.3712547871	0.5419864065	0.7267382037000001	0.3326380946	0.2889538282	0.4769438549	0.730388536	0.419054077	0.3351637177	0.4989907146	0.6043270994	0.2487797514	0.2209608939	0.381393196	0.96524795	0.64	0.5591495137	0.777847703	0.9361863283	0.33770491799999997	0.2716782064	0.4464914657	0.8711894273	0.23196021390000002	0.1868198307	0.413689231	0.8320430831	0.2044749576	0.1633894048	0.3271788763	0.6538817617	0.17620642949999998	0.14322132099999998	0.2970439798	1.0	0.351186248	0.3005653839	0.6376063967
{leloup2003_fig2a}	16	48	80	0	0.4791666666666667	0	0	0	0.020833333333333332	0	0	0	0.5	0.8673974068000001	0.3430066603	0.2865027154	0.4590732225	0.72421875	0.2743299231	0.2381109643	0.3953814282	0.6369257951	0.289622852	0.2571224789	0.3822230076	0.5372133455	0.1950757576	0.165337478	0.2853436524	1.0	0.502867328	0.41134706810000005	0.6363012355	0.8975103734000001	0.22979672780000002	0.19643397710000002	0.3057387863	0.5148774101	0.1707361995	0.1377677756	0.23536452670000002	0.5327148838	0.1260342617	0.10357045949999999	0.1920845421	0.447856995	0.11690628039999999	0.09806558859999999	0.1700248919	0.8869600875	0.2640380859	0.2331321405	0.39927393549999995
{levchenko2000_fig2-user}	22	30	30	0	1	0	0	0	0	0	0	0	0	0.1052324476	0.178972838	0.11022940710000001	0.1684976302	0.0876773239	0.1328351292	0.0005104227	0.1439648407	0.5325304403	0.6543949772	0.34651669869999996	0.4763685468	0.2727373134	0.3491966801	0.3410933432	0.4125213637	0.5181586338	0.670369829	0.3716412554	0.4835002636	0.3229837411	0.4188127854	0.3665825444	0.4803603226	0.4121929611	0.5422726735	0.2502494543	0.3371810896	0.20238432969999998	0.2692894891	0.2490322481	0.3308324917	0.832240168	1.0	0.6282560620000001	0.7081531809999999	0.47133271670000004	0.5563508431	0.5700941218	0.6947432206999999
{levchenko2000_fig2-user}	22	30	30	0	1	0	0	0	0	0	0	0	0	0.1052324476	0.178972838	0.11022940710000001	0.1684976302	0.0876773239	0.1328351292	0.0005104227	0.1439648407	0.5325304403	0.6543949772	0.34651669869999996	0.4763685468	0.2727373134	0.3491966801	0.3410933432	0.4125213637	0.5181586338	0.670369829	0.3716412554	0.4835002636	0.3229837411	0.4188127854	0.3665825444	0.4803603226	0.4121929611	0.5422726735	0.2502494543	0.3371810896	0.20238432969999998	0.2692894891	0.2490322481	0.3308324917	0.832240168	1.0	0.6282560620000001	0.7081531809999999	0.47133271670000004	0.5563508431	0.5700941218	0.6947432206999999
{levering2012_fig2-user}	15	11	66	0	0.36363636363636365	0.09090909090909091	0	0	0.6363636363636364	0	0.18181818181818182	0	0.9090909090909091	0.0	0.0	0.0	0.0	0.026497415299999997	0.0043588129	0.0	0.0	0.0143809255	0.0027499467	0.0030031255	0.0067532131000000006	0.010068671999999999	0.0016285795000000002	0.0016340136	0.0031903591	0.19502640640000002	0.029395383100000002	0.030988471	0.0673206944	0.0	0.0	0.0	0.0	0.1325722048	0.0615638017	0.0598641774	0.0815910825	0.0678062364	0.0332185259	0.033063651	0.0369546729	0.0250707453	0.0128482409	0.0129655559	0.0127470076	1.0	0.4791910217	0.3641721207	0.5175069439
{levering2012_fig5-user}	25	21	122	0	0.14285714285714285	0	0	0	0.7619047619047619	0	0.047619047619047616	0	0.9523809523809523	0.0013990179	0.0028837513	0.0004660341	0.0	0.0468427576	0.0	0.0	0.0270197629	0.052046756900000005	0.0106427568	0.0	0.021459314700000003	0.024058764700000002	0.0055075228	0.0056739843000000005	0.0089199163	0.5210492913	0.045560207400000004	0.056838898799999996	0.1207185277	0.0009853638	0.0028650357	0.0	0.0	0.10234780800000001	0.0454078968	0.044140575999999994	0.0397259132	0.0878325369	0.04112265	0.0384650423	0.0412589306	0.0329562991	0.014038814299999999	0.0151620548	0.011518918000000001	1.0	0.44303873369999996	0.36779492280000003	0.6327823927
{liu2011_fig5a-user}	42	45	89	0	1	0	0	0	0	0	0	0	0.35555555555555557	0.0	0.0	0.0	0.0	0.11247310390000001	0.0107608206	0.0	0.0	0.0821807939	0.0093187713	0.0152220695	0.0301767844	0.0433381688	0.0062533753	0.0	0.0	0.2705547812	0.021610593100000002	0.0395703793	0.0835174671	0.0	0.0	0.0	0.0	0.16574346210000002	0.05839492190000001	0.0718453175	0.061842219000000004	0.134049811	0.0587900473	0.0644984088	0.0654512492	0.0580071629	0.0233420125	0.0276915555	0.0223335492	1.0	0.2765990964	0.3067327314	0.3905667054
