model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	1_1_08_06	1_1_10_14	1_1_12_10	1_1_16_08	1_6_08_06	1_6_10_14	1_6_12_10	1_6_16_08	1_7_08_06	1_7_10_14	1_7_12_10	1_7_16_08	1_8_08_06	1_8_10_14	1_8_12_10	1_8_16_08	1_9_08_06	1_9_10_14	1_9_12_10	1_9_16_08	2_1_08_06	2_1_10_14	2_1_12_10	2_1_16_08	2_6_08_06	2_6_10_14	2_6_12_10	2_6_16_08	2_7_08_06	2_7_10_14	2_7_12_10	2_7_16_08	2_8_08_06	2_8_10_14	2_8_12_10	2_8_16_08	2_9_08_06	2_9_10_14	2_9_12_10	2_9_16_08
{alsheihk2011_fig6-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.8224381625	0.33658712939999996	0.5006273526	0.6815519766	1.0	0.3624448482	0.5904862579	0.8009750501999999	0.9030067895	0.4363380722	0.6496859735	0.7909940527	0.9074074073999999	0.3075313808	0.5373220469	0.715786776	0.8633693971999999	0.5111639824	0.6937406855	0.7635319846999999	0.8466201879	0.3095079787	0.4715515786	0.6627906977	0.9404040404	0.279048856	0.48939898369999996	0.7301960784	0.9220864972	0.2431444241	0.48439125909999997	0.722265322	0.8894904459	0.22831684789999998	0.442280285	0.6638935108	0.8703645995999999	0.3235634847	0.6112934997	0.8039723661
{alsheihk2011_fig7-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.874571805	0.3797917382	0.4504614549	0.46832228020000005	0.9925239234000001	0.4071393523	0.4853758409	0.692323738	0.9562085854000001	0.5121913579999999	0.6761051131	0.7177768165999999	0.9053464266	0.3771162368	0.4356786558	0.5836117461	0.9770385634000001	0.5928903179999999	0.7661588181	0.8436705643000001	0.8656755347	0.3627322404	0.4446677385	0.4193303853	1.0	0.3280292548	0.4092478422	0.6953697884000001	0.5272438443	0.3137644167	0.3981048339	0.6854605534999999	0.9046061597	0.2660947647	0.3689007447	0.6151992586	0.4673331456	0.387824258	0.4689177734	0.8523369286
{bachar2004_fig1-user}	4	8	8	0	1	0	0	0	0.125	0	0	0	0.125	0.9653902798	0.5871025526	0.7099918765000001	0.8449887206000001	0.9954441913	0.5945578231	0.5059822462	0.8775100402	0.9920544834999999	0.6515904573	0.8142857143000001	0.8894165536	1.0	0.5369649805	0.6965993624	0.8766298897	0.8482691686	0.6099092812	0.7855002995999999	0.8420038536	0.8321167883	0.36846543	0.6063829787	0.7429866818	0.4239974127	0.3631578947	0.57012394	0.7117263844	0.9618488628	0.3692957746	0.5359771055	0.7213204952	0.8789808917	0.3465045593	0.49018508130000005	0.6606198035	0.8772164604000001	0.40936768149999997	0.5433070865999999	0.6757731959000001
{bachmann2011}	26	36	32	0.05555555555555555	0.9444444444444444	0.027777777777777776	0	0	0.19444444444444445	0	0	0	0	0.0	0.0	0.0	0.0	0.11690265970000001	0.0050136694	0.0178080224	0.0349858657	0.1432284147	0.0046328196	0.0161483403	0.0388447775	0.05552828519999999	0.0029549733	0.0093722565	0.021843188399999998	0.38661710039999997	0.0096092373	0.0337729544	0.0831881926	0.0	0.0	0.0	0.0	0.5134575569	0.2013804304	0.2733825151	0.3991086903	0.432258497	0.12658526050000002	0.2303926823	0.2787842103	0.2408846384	0.0795744838	0.1314979097	0.1713845254	1.0	0.3305141217	0.5640307908	0.3207641031
{bachmann2011_figs9-user}	26	36	32	0.05555555555555555	0.9444444444444444	0.027777777777777776	0	0	0.19444444444444445	0	0	0	0	0.0	0.0	0.0	0.0	0.18583046420000002	0.0044607615	0.0166774102	0.0318810913	0.1283018095	0.0042933199	0.0156539089	0.0336229674	0.07323320929999999	0.0026624459999999997	0.008862309399999999	0.0212988886	0.367235615	0.008499645	0.0311060766	0.0735497968	0.0	0.0	0.0	0.0	0.5126924337	0.1558470653	0.24362815670000001	0.3604698025	0.4087081402	0.1290129817	0.22006256370000002	0.2848369046	0.2372219907	0.0773784512	0.129570994	0.1652458497	1.0	0.35695553020000004	0.5765724284	0.7847831537000001
{balagadde2008_fig2-user}	7	8	10	0	1	0	0	0	0.125	0	0	0	0.125	0.7176093917	0.34208384210000004	0.3162746943	0.2908052937	0.9556566231	0.3691665752	0.4205654241	0.6481588587	0.9292426755	0.41914973200000005	0.4857679526	0.6520558572999999	0.8140435835	0.3120764875	0.3305476354	0.5300331074	0.8260442259999999	0.44916499670000004	0.5007447125	0.6265374581	0.6035906643	0.2982082668	0.2672708482	0.2812212463	0.9030351867	0.1920045688	0.1715043616	0.3855504587	0.824828263	0.1809472551	0.20299480739999998	0.33731313329999996	0.8002856463	0.1726138522	0.18960072190000002	0.32203065129999997	1.0	0.27636662559999997	0.3229276727	0.49238429990000004
{band2012_figs19-user}	1	3	4	0.3333333333333333	0	0	0	0	0	0	0	0	0	0.790842872	0.7755102040999999	0.7856650586	0.7960893855	0.8242950108	0.7983193276999999	0.8163265306	0.790842872	0.8204390068	0.7949790795	0.8174973109	0.8180839612	0.8183776023	0.8025343189	0.8039492243	0.8125445473999999	0.7763023493000001	0.7519788918000001	0.7707910751	0.7784226699	0.9571788413	0.9272061814	0.9359605911	0.9587888981999999	0.9908735331999999	0.8263863719	0.7645875252	0.9798023206	1.0	0.8526551981999999	0.747051114	0.9857328145	0.9764453961	0.8160343593000001	0.7275047862	0.9760273973	0.9359605911	0.8864696734	0.910543131	0.9249492901
{becker2010_fig2b-user}	6	8	8	0.125	0.875	0	0	0	0	0	0	0	0	0.8612035077	0.6726499764	0.7741234031	0.8063420159	0.9261788618000001	0.6978681696	0.8090909090999999	0.8640776698999999	0.9660786974	0.7321336761	0.8293535236	0.90614063	0.9483849484	0.6836293806999999	0.8109339408	0.8798270003	0.8027057497	0.6994106090000001	0.7703543414	0.7730727470000001	0.9560255119	0.5350366335	0.7315694837000001	0.8526946108	0.9790305947	0.43741360770000004	0.3712684135	0.8453547047	1.0	0.4179016875	0.6792272836	0.8953159384	0.9947607405	0.3954457095	0.6575848534000001	0.8396226415000001	0.8930699279000001	0.4475876159	0.6352888690999999	0.7195553309999999
{becker2010_figs4-user}	6	8	7	0.125	0.875	0	0	0	0	0	0	0	0	0.8075941289	0.8273945734	0.7790089258	0.7751914242	0.8933992234	0.9114151962999999	0.8513286243000001	0.8369708995	0.8679698217	0.9206984358	0.8638225256000001	0.861470388	0.9036058551	0.9267667520999999	0.8763850416	0.8605916355	0.7644216249	0.7882279664	0.7644216249	0.7607454162999999	0.8968816442	0.8712564544	0.8700584393	0.8504704301	0.9941084053	0.9587121212	0.9511461856	0.35987487560000003	1.0	0.9933281005	0.9486506747	0.9271062270999999	0.9992104223999999	0.9848249027	0.9515037594	0.3334650856	0.862350937	0.8389128273	0.8336627140999999	0.8109580262999999
{beuke2017_fig6}	33	57	72	0	0.8070175438596491	0	0	0	0	0	0	0	0.19298245614035087	0.0	0.0	0.0	0.0	0.0097786103	0.0	0.0019692331	0.0025406719	0.0105526492	0.0027360216999999997	0.0	0.0042373945	0.0033724477	0.0006759221000000001	0.0008653401	0.0011079697000000001	0.2296130041	0.026287170699999998	0.0333811242	0.054259080700000004	0.0	0.0	0.0	0.0	0.0136856173	0.0022729175	0.0023737559	0.0028252378000000002	0.014527553300000001	0.0030815244	0.0036145288	0.0060702575	0.004059221	0.0007808611	0.0011060244	0.0010290827	1.0	0.596853085	0.6220366048	0.3987715568
{bier2000_fig3-user}	4	6	5	0.16666666666666666	0.5	0	0	0	0	0	0	0	0.3333333333333333	0.9513097528	0.4075576972	0.41321676520000006	0.6257788162	0.8397126061	0.2316229461	0.3179187893	0.5042755158	0.9819737244	0.34400085630000005	0.3607385375	0.562084645	0.7684399283	0.28654214769999997	0.2892368611	0.45251671950000005	1.0	0.39826517969999997	0.392741492	0.5869783581	0.7677057208	0.3012889618	0.3182493316	0.493209545	0.5946896105	0.1925357934	0.21033343149999997	0.3543550165	0.55963782	0.1879587122	0.1991510983	0.3370209196	0.5344196874	0.176777955	0.19051006190000003	0.31622964530000003	0.6749973748	0.27610497829999997	0.2881348335	0.447538815
{bindschadler2001_fig5b-user}	4	11	21	0.18181818181818182	0.45454545454545453	0	0.18181818181818182	0	0	0	0	0	0.18181818181818182	0.9590424537000001	0.35253677990000004	0.3331600832	0.5172483357	0.8340923878000001	0.16478678619999998	0.1669379517	0.2728094909	0.7391179014	0.2064329133	0.1635256226	0.3379464874	0.7019849418	0.1072399515	0.1017803624	0.16858439079999998	0.9793735676	0.5247109382999999	0.49965896909999996	0.8070506767	1.0	0.2376274328	0.219304623	0.3599101628	0.5789770803000001	0.0835451287	0.07874330110000001	0.1466693362	0.4190569584	0.055271128200000005	0.052228469000000007	0.0920762035	0.4141161269	0.053871205	0.0490440804	0.0892074316	0.9659069505	0.2207680386	0.20671584629999998	0.3715942029
{borghans1997_fig12a-user}	4	8	15	0.125	0.375	0.125	0	0	0.125	0	0	0	0.5	0.7634019998	0.3879162586	0.2936039104	0.411587049	0.5816029186	0.2746381208	0.1852206382	0.29774937739999996	0.570952338	0.2869108525	0.20536835539999998	0.3014317652	0.42327794939999996	0.19520384429999998	0.1281801035	0.2179760594	1.0	0.5328904493	0.3902093596	0.5617658792	0.7934639705	0.47359079270000004	0.3213977786	0.47801161649999996	0.5746673015	0.25837886320000003	0.1637520592	0.2921319826	0.4809867173	0.21465529649999998	0.1341284666	0.23583264329999998	0.391801657	0.1860676797	0.1204300667	0.20581357579999998	0.9820619116	0.5107703468	0.3296657563	0.544626359
{borghans1997_fig5-user}	5	7	13	0.14285714285714285	0.7142857142857143	0	0.14285714285714285	0	0	0	0	0	0.2857142857142857	1.0	0.44460267729999997	0.3781085154	0.6135738306	0.5538297788000001	0.24109349260000001	0.20450972399999998	0.3325679386	0.5126062685	0.23159473809999997	0.1974893868	0.3120821023	0.3900333148	0.1652473594	0.14065597400000002	0.2268602248	0.8988483684999999	0.5024318718	0.45195431880000003	0.6941548495000001	0.9248847926	0.4140461525	0.3423162204	0.5721674675999999	0.4213730842	0.1711810506	0.13956884560000002	0.2503385602	0.3446338771	0.1226869034	0.1002733625	0.1909557984	0.289163322	0.1123398743	0.093664371	0.1646875403	0.8634380186	0.39534556509999996	0.32440483059999997	0.51818383
{brands2002_fig2-user}	11	11	11	0	1	0	0	0	0	0	0	0	0	0.7626313157	0.7597807126999999	0.7504307162	0.7522822601000001	0.9147914790999999	0.9217049576999999	0.8666856168000001	0.8807047949	0.9028723719	0.8812138728	0.8699001426999999	0.8637393768000001	0.8891805191	0.8845372788	0.8595996617	0.8868528214	0.7530254384	0.7791975466	0.7620594851000001	0.7504307162	0.857424072	0.8085388491	0.7896917897	0.8128499067	1.0	0.9361375499	0.37015903850000004	0.970709965	0.9794410536	0.9398890259	0.8438970385	0.9194813028000001	0.9921900423000001	0.9079809409999999	0.857424072	0.9236594971	0.8639841315000001	0.8523902712	0.7860273266	0.8040611814
{bucher2011_fig2-user}	18	29	30	0	0.8275862068965517	0	0	0	0.13793103448275862	0	0	0	0.1724137931034483	0.001418779	0.0	0.0	0.0014301188	0.11718140789999999	0.0	0.0395779628	0.0	0.2677501215	0.0	0.0336547924	0.08071683190000001	0.0212654645	0.0	0.024210084399999998	0.0335246517	0.6446119849	0.011201438400000001	0.06893915169999999	0.2278219323	0.001152489	0.0017301876999999998	0.0006657741000000001	0.0011366047999999999	0.6557788945	0.1373646159	0.35469565840000006	0.4820178849	0.41661765939999995	0.1205366909	0.2908674996	0.41819868439999996	0.36428414020000005	0.0943385458	0.21110212420000002	0.2699950999	1.0	0.2866473988	0.6523283346000001	0.41058122210000003
{bungay2003_fig4-user}	74	66	110	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.2084219088	0.0658875091	0.06651544599999999	0.0896417114	0.19943045140000001	0.070781738	0.06898893730000001	0.08427543679999999	0.09584406529999999	0.0382193025	0.0402922483	0.044917008099999996	0.3945618701	0.0996473676	0.10629171539999999	0.1318389635	0.0	0.0	0.0	0.0	0.36513488130000005	0.12832916	0.1400499335	0.1674214864	0.3918059561	0.1151203275	0.1408679465	0.1749377439	0.1575314714	0.0578460244	0.0701236104	0.0712261961	1.0	0.34869875829999997	0.2468662762	0.3978405462
{bungay2006_fig3a-user}	54	45	75	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.175965387	0.0468185463	0.0427613962	0.061037508399999996	0.190355152	0.0548714243	0.0587099913	0.0644038243	0.09643957759999999	0.029899362599999996	0.03069066	0.036111924	0.4241962577	0.0822059881	0.0911846702	0.1014357374	0.0	0.0	0.0	0.0	0.2702386581	0.0974084805	0.116577919	0.1256406993	0.3118609994	0.090046686	0.1306974785	0.14083392779999998	0.1000912518	0.0441783734	0.0555297029	0.0563167721	1.0	0.30418219	0.3165243245	0.42970203
{bungay2006_fig3b-user}	78	69	113	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.2117883677	0.0664908456	0.0761215702	0.09249303369999999	0.20168081100000002	0.0692358269	0.07344077389999999	0.0922408911	0.0942246427	0.0381804656	0.0415828372	0.050038097000000004	0.42986345719999997	0.09719011949999999	0.10954370990000001	0.1419210169	0.0	0.0	0.0	0.0	0.35704890240000003	0.12047539210000001	0.1412285671	0.17054815559999997	0.37879492670000003	0.1022851927	0.15505401189999998	0.1789127553	0.140975925	0.051254723200000005	0.0761685623	0.0767727176	1.0	0.2684172939	0.2819420882	0.3441960072
{butenas2004_fig1-user}	34	33	44	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0038613290999999998	0.0036484882	0.5978197391	0.4749458707	0.3132714475	0.08959621890000001	0.5116201583	0.3931383217	0.2980106744	0.063086104	0.2894575616	0.2398937624	0.1413969336	0.0452182876	0.0	0.8966423358	0.6463902336	0.113717576	0.0	0.0	0.0016767626	0.0012962107000000001	0.6070369638	0.44025517880000004	0.42810343630000003	0.2597149985	0.5170904193	0.4859561674	0.3866540762	0.2222141823	0.2893757362	0.253812141	0.20987527760000002	0.1280597139	0.0	1.0	0.7365391534000001	0.5254063302
{chance1943_fig12-user}	4	2	2	0	1	0	0	0	0	0	0	0	0	0.8544324501	0.8175273865	0.8250157928	0.8387925498000001	0.9078901634000001	0.8558322412	0.8114321218	0.8677740864	0.9060006937	0.8379852422	0.8439418417	0.8592105262999999	0.8963623884999999	0.8657606894	0.8041871920999999	0.8428525331000001	0.7318576631999999	0.713466266	0.6922873045	0.6930220218	0.9402447804	0.7564436722	0.7086272382	0.8794612795000001	0.9574780059	0.7582002903	0.6998928189	0.9219908224	0.3867910558	0.8137071651000001	0.6648002036	0.8524804178000001	1.0	0.7568820632	0.6704312115	0.8803505224	0.6775616083	0.7023393385	0.6965333333	0.8313176321
{chassagnole2002_fig4-user}	18	48	135	0.0625	0.6041666666666666	0	0	0.08333333333333333	0.14583333333333334	0	0.020833333333333332	0.0625	0.3541666666666667	0.0026425877000000003	0.005088219099999999	0.00172421	0.0010249959	0.0875413022	0.0108947956	0.009895560500000001	0.023957599700000002	0.0678758944	0.0078698387	0.008349421	0.0199262234	0.0264411731	0.0047044746	0.004670770800000001	0.010226913	0.5797399923	0.060676439900000004	0.0642003324	0.172159408	0.0027639548999999998	0.005183748	0.0008137258999999999	0.0006139998	0.1324472152	0.0547146432	0.049328090899999996	0.0891496344	0.09810840720000001	0.0417858051	0.0417060979	0.0767895686	0.043802065999999994	0.0192997582	0.0207992759	0.0335257741	1.0	0.5189298799000001	0.5716026194	0.9233670917
{chassagnole2002_fig5-user}	18	48	135	0.0625	0.6041666666666666	0	0	0.08333333333333333	0.14583333333333334	0	0.020833333333333332	0.0625	0.3541666666666667	0.0021442307000000002	0.0041078808	0.0013823777	0.0008241385	0.0696765649	0.0087704292	0.008006281899999999	0.0193677497	0.0544274561	0.0063110888	0.0067049049	0.0160356403	0.021269794300000002	0.0037874784999999997	0.0037692129	0.0082078921	0.4687872351	0.0487409442	0.0514858583	0.1376127256	0.002215699	0.0041743108	0.0006527258	0.0004931788	0.10680310650000001	0.044185756900000005	0.0398645776	0.07160066940000001	0.07831580769999999	0.033755478900000004	0.0331400257	0.0619232546	0.0353484157	0.0155038228	0.0168519029	0.027024000299999996	1.0	0.41618949060000004	0.4600406711	0.7440693993
{delcontezerail2008_fig4-user}	4	10	18	0.2	0.8	0	0	0	0.3	0	0	0	0.1	1.0	0.536543015	0.5309278351	0.7794083926	0.5742524075	0.3059681339	0.2888832228	0.4250343879	0.5491114700999999	0.3451812735	0.3437152392	0.4191122072	0.45703912869999996	0.2422665716	0.22509933769999999	0.3269212273	0.9291962820999999	0.7005358615	0.6424116424	0.825	0.9355904211	0.4757172848	0.4527171018	0.6802081248999999	0.6057743718	0.2804686855	0.278355581	0.42620689659999994	0.5140653358	0.27968402859999997	0.2527325452	0.2804455446	0.2504051864	0.1925779037	0.18180359440000002	0.2752449591	0.9149394346999999	0.5763947770000001	0.5369668246	0.7281491003
{dupont1992_fig4-user}	4	7	18	0.2857142857142857	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.42857142857142855	1.0	0.5073682025999999	0.4651317667	0.7111272727	0.7075253256	0.2764177079	0.2665903266	0.4199089582	0.5913874441	0.23553500019999998	0.22374262050000002	0.33878456100000004	0.5405196241	0.1885533572	0.1866956887	0.30468652620000003	0.9447342995	0.5024149625	0.5024665981	0.6927873034	0.8839269572	0.3648235206	0.3308519997	0.5939018465	0.4754911496	0.1538292115	0.1399015624	0.2655621945	0.3934492194	0.10724313419999999	0.10319353269999999	0.1952709989	0.31931291230000003	0.1068587166	0.0953783726	0.1849232166	0.8016068208	0.3097244219	0.2393752448	0.5118835724
{essunger1994_fig2-2}	7	21	14	0.047619047619047616	0.9523809523809523	0	0	0	0	0	0	0	0	0.001550741	0.0025487761	0.0006844177999999999	0.0002517299	0.6531575840999999	0.3694636101	0.33166833170000004	0.5556485356	0.6469212783	0.4404935651	0.4217479675	0.6181344256	0.5675213675	0.4036474164	0.34804486840000004	0.48290909090000006	0.7260004374	0.6665328247	0.7733519683	0.8723068839	0.0012689889999999999	0.0015052764000000002	0.0	0.0002329854	0.6880829016	0.3431169905	0.2878446333	0.5505804312	0.6913785923000001	0.4030593663	0.6005788712	0.4900369004	0.5954088953	0.26368040660000003	0.4268998328	0.487804878	1.0	0.5343634315	0.918395574	0.8333333333
{essunger1994_fig4}	7	17	16	0.058823529411764705	0.9411764705882353	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.5591590613	0.15801593519999999	0.2445473984	0.3711596711	0.6003499563	0.2176478051	0.2735172194	0.3807146028	0.44471808170000005	0.1489795918	0.20409255839999998	0.2713325425	0.6914550584	0.31242032420000004	0.37624739549999997	0.5389569588	0.0	0.0	0.0	0.0	0.6405899925	0.1639743835	0.2813448134	0.379157918	0.6582885649	0.23984620760000003	0.2901234568	0.3161337879	0.46408765049999995	0.1343698598	0.213729521	0.2710110585	1.0	0.31384924989999996	0.5140074906000001	0.3813917297
{essunger1994_fig5}	7	17	17	0	0.9411764705882353	0	0	0	0	0	0	0.058823529411764705	0	0.0	0.0	0.0	0.0	0.6063364894	0.14886008050000002	0.2786144578	0.3980396844	0.6013001083	0.1795245027	0.3138252757	0.4562893944	0.4812834225	0.1533855366	0.2200343597	0.2999459557	1.0	0.3607409815	0.5006013229	0.6445993031	0.0	0.0	0.0	0.0	0.5772230889	0.1721998138	0.2930822038	0.35015772869999995	0.6386651323	0.19551432600000002	0.2833078101	0.510188448	0.46314325450000005	0.1422104544	0.2182747771	0.2722812756	0.9993997599	0.37161031130000005	0.5777238029	0.6946182728
{essunger1994_fig6-user}	7	17	17	0	0.9411764705882353	0	0	0	0	0	0	0.058823529411764705	0	0.0	0.0	0.0	0.0	0.6173760421	0.0716030534	0.2726568051	0.37765053229999995	0.6222910217000001	0.0708720911	0.291324453	0.4219312275	0.45840573409999996	0.0979532164	0.19078828420000002	0.26897342760000004	0.9543296405	0.3095255555	0.43412527	0.6143210595	0.0	0.0	0.0	0.0	0.5698663426	0.1044620982	0.28634421	0.40980582520000003	0.5017831669	0.0830023204	0.277460067	0.4142702915	0.3839716183	0.10488780660000001	0.19003241489999997	0.2883787661	1.0	0.3442622951	0.38157656840000004	0.6994200496999999
{essunger1994_fig8}	7	17	17	0	0.9411764705882353	0	0	0	0	0	0	0.058823529411764705	0	0.0	0.0	0.0	0.0	0.5475452618	0.18596277420000001	0.28504712579999997	0.4005966587	0.5470990874	0.1340869148	0.3128319821	0.40874223789999997	0.4914361001	0.14023727960000001	0.2058877645	0.3081512759	1.0	0.36600523329999995	0.48476534299999996	0.6397941681	0.0	0.0	0.0	0.0	0.6528588098	0.1711183607	0.25493620899999997	0.34870676219999996	0.6416284404	0.1572218059	0.2399742655	0.3852421391	0.47201912259999995	0.1317659065	0.1870924595	0.2836262251	0.9976225854	0.2857021277	0.3645742832	0.8640926641
{ferreira2003_fig2f-user}	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	0.9141274238	0.8720930232999999	0.822122571	0.7501704933	0.9886159377	0.9433962264	0.818452381	0.7275132275	1.0	0.9256661992	0.783847981	0.650887574	0.9889121966	0.9228187918999999	0.7527372263	0.28650807429999997	0.8188585608	0.8	0.7454257962999999	0.7109004739	0.8967391304000001	0.8377760853	0.7654836465000001	0.6849315068	0.9757539917	0.8880516685	0.7825468342	0.6537242472	0.947459087	0.8444216991	0.7382550336	0.5712307426	0.8943089431	0.8341759353	0.7153696076	0.5677907777000001	0.8276899925	0.7840342123999999	0.7194244604000001	0.6658595642
{fisher2006_fig3a}	14	17	22	0	0.8823529411764706	0	0.11764705882352941	0	0	0	0	0	0	0.42070545119999997	0.3344988345	0.2990946395	0.3005432293	0.9219032323	0.6575970213	0.47315816590000004	0.5945875955	0.8408716352	0.6561874821	0.5711442785999999	0.6507014312	0.7984698312999999	0.5264847511999999	0.39470517450000003	0.5517241379	0.9749469214	0.8892331526	0.8219080006999999	0.8700265252	0.3872164601	0.34360969770000005	0.284017813	0.3127639286	0.9491525423999999	0.6892824976999999	0.5901555070000001	0.6685107002	0.8972254787	0.37947277079999997	0.5828150781	0.6684133916	0.8430328621	0.5866121615	0.4336166195	0.5795053004	1.0	0.8413338219	0.7572559367	0.8530559168
{fraser2002_fig1a_1b_2a_2b}	6	15	8	0	0.8	0.2	0	0	0.2	0	0	0	0	0.0	0.0	0.0	0.0	0.9467241781	0.3866406399	0.5900174368	0.7869186047	0.9049476265	0.3201908292	0.67675	0.9236806187000001	0.7551608704	0.33560624850000004	0.5595287309	0.7567794241	0.942330007	0.4148870951	0.5490500979999999	0.6935098206999999	0.0	0.0	0.0	0.0	1.0	0.1835005423	0.4376010346	0.5939008337	0.9615202463	0.1533479361	0.3928502322	0.5479017676	0.8091063067	0.1499418401	0.35036023990000004	0.526244168	0.8461137737000001	0.1763900956	0.38841591740000003	0.44877320950000005
{fuentes2005_fig1a-user}	4	3	4	0	1	0	0	0	0	0	0	0	0	0.8348942074	0.8311464087999999	0.8156557098999999	0.8055555556	0.8961280715000001	0.911397198	0.8460456942	0.8532435306999999	0.9138192863	0.9089879154	0.8730504171	0.8490299823999999	0.9100189036	0.916952381	0.8655160014	0.8611806798	0.7938654354000001	0.7902166776	0.7554927809	0.7519525148	0.9257692308	0.9059089198	0.911397198	0.8994768311	1.0	0.9824489795999999	0.9756789623000001	0.9398672393999999	0.9893136046	0.9929867987000001	0.9852640196	0.9465198584000001	0.9966873706	0.9889071487000001	0.9768668831	0.9225756995000001	0.8487306065000001	0.8490299823999999	0.8457484188	0.8337374437
{fung2005_fig3a}	8	13	21	0.07692307692307693	0.6923076923076923	0	0	0	0	0	0	0.07692307692307693	0.3076923076923077	0.015942556899999998	0.0261391487	0.0152936584	0.0	0.4589079917	0.1127224633	0.1083866937	0.18788312420000003	0.4922983381	0.101663702	0.107480254	0.1805243307	0.3233062691	0.0716725312	0.0695191757	0.1262359193	0.7670930049	0.206337071	0.20864112699999998	0.3576792814	0.015166226000000001	0.0280248751	0.0183904391	0.0	1.0	0.3095943664	0.2769116767	0.4201150171	0.7690968099	0.2882914961	0.2528627941	0.3637316562	0.5569823435	0.1810895942	0.1675432395	0.24811665260000001	0.9379283715000001	0.46595050829999995	0.42509625479999996	0.5658707047
{gardner1998_fig4b-user}	5	13	21	0.15384615384615385	0.8461538461538461	0	0.38461538461538464	0	0	0	0	0	0	0.9588960658	0.5074580485	0.41748689759999996	0.6685772774000001	0.9510774606999999	0.5213088587	0.3642650011	0.5943585077	0.957490472	0.5666204025	0.4307570562	0.6790020790000001	0.9027086787999999	0.4473359814	0.33476834769999997	0.5415354004	0.9455703531999999	0.606950381	0.4578718632	0.7049428016	1.0	0.3560837331	0.2862401402	0.4658393952	0.8592475664	0.2739703045	0.2260051208	0.3716431497	0.8048299655	0.25366990289999997	0.21088655	0.3697916667	0.8146669993000001	0.23277029429999999	0.1944510598	0.33245114010000004	0.9074742984	0.3395716365	0.2749852656	0.44715224530000003
{goldbeter1991_fig3-user}	3	7	14	0.14285714285714285	0.2857142857142857	0	0	0	0.14285714285714285	0	0	0	0.5714285714285714	1.0	0.5648956817	0.3979321541	0.4866248694	0.6675745413	0.3633739076	0.26452712300000003	0.35631216530000004	0.7203402939	0.3399270073	0.3111719898	0.36252529969999997	0.5398168540999999	0.3017755314	0.19627428670000002	0.2877533366	0.9527414075	0.5104680478	0.3717570049	0.5033506269	0.9323323323	0.5392542844	0.3764753436	0.4599051945	0.7655761959999999	0.4026108758	0.2363959391	0.3589210019	0.7579752604000001	0.3797602544	0.22627666289999998	0.3136026936	0.601757333	0.2898667995	0.1960264343	0.29906241969999997	0.9129582435	0.4695976606	0.338272681	0.4524434081
{goldbeter2006_fig3a-user}	3	6	11	0	0.5	0	0	0	0	0	0	0	0.8333333333333334	1.0	0.4378158511	0.3891749753	0.6134715025999999	0.792326567	0.3191661425	0.2975372759	0.47761194030000004	0.7594611931	0.3790821772	0.3189941626	0.5270029674	0.6861116477	0.2984623141	0.24901850809999998	0.4117306132	0.9070480082	0.4475806452	0.3740522325	0.6111493461999999	0.8744460856999999	0.35406698560000005	0.3208961966	0.5032587135000001	0.6934791097	0.2631111111	0.2169822847	0.3679303915	0.6389638424	0.24550732649999998	0.2185173793	0.3711598746	0.5991902834	0.2159270517	0.1889462205	0.3149494591	0.8281650734	0.31635197719999997	0.2818152967	0.4496771743
{gorlich2003_fig4-user}	13	9	16	0	1	0	0	0	0.2222222222222222	0	0	0	0	0.0723883439	0.0921535585	0.076187568	0.0385883172	0.6452238565	0.28134470359999997	0.2618048269	0.3193855508	0.549862259	0.30320522559999996	0.2820005651	0.3597044513	0.4602259626	0.1973990011	0.18621140030000002	0.2072474302	1.0	0.4148394472	0.3577702097	0.5804012794	0.047031656799999995	0.0908222232	0.0750672258	0.0138476962	0.6778740024	0.4500056363	0.2514962515	0.4892156863	0.6518615284	0.4269975398	0.40788801469999997	0.49831481710000003	0.476372315	0.2688034476	0.24183679649999998	0.3360835157	0.9975012494	0.7256862389000001	0.48160212329999996	0.35592011409999996
{hald2012_fig5-user}	31	27	89	0	0.48148148148148145	0.037037037037037035	0	0	0.1111111111111111	0	0	0	0.48148148148148145	0.0	0.0	0.0	0.0	0.09829473720000001	0.0082877851	0.0	0.0	0.0654726062	0.0050945823	0.0059868975	0.024115147799999997	0.0340034994	0.0045381749	0.0044032616	0.0125525273	0.15799150550000002	0.023963271	0.0241172919	0.0743197191	0.0	0.0	0.0	0.0	0.20870584309999998	0.1190338611	0.1077355602	0.1493499495	0.1293776565	0.0832634192	0.0776134723	0.0767600066	0.0397801912	0.032970336600000004	0.029182525600000002	0.0252846765	1.0	0.5042405959	0.4703196347	0.5956828235
