model	average
{Eungdamrong2007}	0.9353193788523274
{Eungdamrong2007}	0.9272387433969261
{Eungdamrong2007}	0.9648840356474324
{Eungdamrong2007}	0.9594570413477675
{Eungdamrong2007}	0.9581575539177546
{Eungdamrong2007}	0.9528267632169054
{Eungdamrong2007}	0.9515300170690194
{Eungdamrong2007}	0.9441444947917654
{Eungdamrong2007}	0.9423593189252114
{Eungdamrong2007}	0.9351067648066396
{Eungdamrong2007}	0.9715527751479343
{Eungdamrong2007}	0.9671498808296681
{Eungdamrong2007}	0.9660941969276848
{Eungdamrong2007}	0.9617594640532368
{Eungdamrong2007}	0.7787106032351203
{Eungdamrong2007}	0.7526825533159252
{Eungdamrong2007}	0.7468309001473336
{Eungdamrong2007}	0.7233562795651302
{Eungdamrong2007}	0.9676840529389854
{Eungdamrong2007}	0.9626757824587906
{Eungdamrong2007}	0.9614758568215903
{Eungdamrong2007}	0.9565508032293435
{Eungdamrong2007}	0.9792890040818465
{Eungdamrong2007}	0.9760590647280067
{Eungdamrong2007}	0.975288151994973
{Eungdamrong2007}	0.9721069439561274
{Eungdamrong2007}	0.9712708529315792
{Eungdamrong2007}	0.966820991951922
{Eungdamrong2007}	0.9657482092620617
{Eungdamrong2007}	0.9613563870018229
{Eungdamrong2007}	0.9832491745182552
{Eungdamrong2007}	0.9806438436327608
{Eungdamrong2007}	0.9800209237150239
{Eungdamrong2007}	0.9774514809733286
{Froehlich2018}	0.04318185142705533
{Froehlich2018}	0.03744637888895439
{Froehlich2018}	0.036135543609210355
{Froehlich2018}	0.03192730771460127
{Froehlich2018}	0.27293053883671015
{Froehlich2018}	0.2449326724213232
{Froehlich2018}	0.23878140824582458
{Froehlich2018}	0.21728077521037167
{Froehlich2018}	0.3718740831177508
{Froehlich2018}	0.3382931419291506
{Froehlich2018}	0.33074109202373925
{Froehlich2018}	0.30399974653501083
{Froehlich2018}	0.29727729359562244
{Froehlich2018}	0.2676102885552495
{Froehlich2018}	0.26107775877691575
{Froehlich2018}	0.2381265431506414
{Froehlich2018}	0.42379084697397224
{Froehlich2018}	0.3883746159798322
{Froehlich2018}	0.3803175855251801
{Froehlich2018}	0.35155177832270956
{Froehlich2018}	0.0723251639991355
{Froehlich2018}	0.06292592105625483
{Froehlich2018}	0.060765201268979996
{Froehlich2018}	0.05379859298411791
{Froehlich2018}	0.3922761107835908
{Froehlich2018}	0.3578978427431651
{Froehlich2018}	0.3501328709687654
{Froehlich2018}	0.3225532401716029
{Froehlich2018}	0.5045564293767636
{Froehlich2018}	0.46791543736838914
{Froehlich2018}	0.4594240880491807
{Froehlich2018}	0.42872534999569156
{Froehlich2018}	0.421182887440274
{Froehlich2018}	0.3858466802684507
{Froehlich2018}	0.3778246752248994
{Froehlich2018}	0.3491796231568064
{Froehlich2018}	0.5584059033080591
{Froehlich2018}	0.5220541895650015
{Froehlich2018}	0.5135274289709224
{Froehlich2018}	0.48240396446945816
{Holzhutter2004}	0.7362568936239502
{Holzhutter2004}	0.7069814938566261
{Holzhutter2004}	0.7003874556076467
{Holzhutter2004}	0.6743187007245339
{Holzhutter2004}	0.959102680950269
{Holzhutter2004}	0.9527373434241263
{Holzhutter2004}	0.9512228822773385
{Holzhutter2004}	0.9449953330927204
{Holzhutter2004}	0.9738181866561356
{Holzhutter2004}	0.9696907853690557
{Holzhutter2004}	0.9687133881610699
{Holzhutter2004}	0.9646642901112656
{Holzhutter2004}	0.9637190945345687
{Holzhutter2004}	0.9580595017549498
{Holzhutter2004}	0.9567051655895963
{Holzhutter2004}	0.9511459359234189
{Holzhutter2004}	0.9788607763689625
{Holzhutter2004}	0.9755276511404977
{Holzhutter2004}	0.9747378901011475
{Holzhutter2004}	0.9714633100706095
{Holzhutter2004}	0.8266872437394239
{Holzhutter2004}	0.8047557987018061
{Holzhutter2004}	0.7999005020026844
{Holzhutter2004}	0.7799784571870665
{Holzhutter2004}	0.9759066826098102
{Holzhutter2004}	0.9721013413684424
{Holzhutter2004}	0.9711999177709251
{Holzhutter2004}	0.9674639190208226
{Holzhutter2004}	0.9846521312865086
{Holzhutter2004}	0.9822185322602993
{Holzhutter2004}	0.9816447997601763
{Holzhutter2004}	0.9792548821193768
{Holzhutter2004}	0.9786532712217403
{Holzhutter2004}	0.9752848122965347
{Holzhutter2004}	0.9744820560594768
{Holzhutter2004}	0.9711640075868008
{Holzhutter2004}	0.9876213034865376
{Holzhutter2004}	0.985664578966955
{Holzhutter2004}	0.9852028055139626
{Holzhutter2004}	0.9832797790120821
{Hui2014}	0.5674132413581261
{Hui2014}	0.531616611755952
{Hui2014}	0.5233426712684389
{Hui2014}	0.49259451813579097
{Hui2014}	0.9170269966879667
{Hui2014}	0.9049696035410401
{Hui2014}	0.9020951210662924
{Hui2014}	0.8904666916222171
{Hui2014}	0.9457732096658511
{Hui2014}	0.9376591040811345
{Hui2014}	0.9357293374166096
{Hui2014}	0.9278389536818986
{Hui2014}	0.9257689968124349
{Hui2014}	0.9149080245608918
{Hui2014}	0.9123033477190986
{Hui2014}	0.9017724242959495
{Hui2014}	0.9558446534352595
{Hui2014}	0.9492016672359267
{Hui2014}	0.9476187056633893
{Hui2014}	0.9411353117058638
{Hui2014}	0.6910070891194197
{Hui2014}	0.659412164307479
{Hui2014}	0.6522534504976413
{Hui2014}	0.6243510068450487
{Hui2014}	0.9500290562985978
{Hui2014}	0.942516717915927
{Hui2014}	0.9407289214676304
{Hui2014}	0.9334118739562136
{Hui2014}	0.9676880891930372
{Hui2014}	0.9627663982469891
{Hui2014}	0.9615984002458352
{Hui2014}	0.9567859754851442
{Hui2014}	0.9554226385948462
{Hui2014}	0.9487120106717735
{Hui2014}	0.947104861662337
{Hui2014}	0.9405410147954472
{Hui2014}	0.9737681341932416
{Hui2014}	0.9697748302637754
{Hui2014}	0.9688248332292848
{Hui2014}	0.9649112709225629
{Lai2014}	0.05011811308329466
{Lai2014}	0.04348457466378364
{Lai2014}	0.04193942416840106
{Lai2014}	0.03702841736349045
{Lai2014}	0.3035539201485398
{Lai2014}	0.27351583732626455
{Lai2014}	0.2668092442513912
{Lai2014}	0.2433907620083955
{Lai2014}	0.40746203838070266
{Lai2014}	0.37254075286284516
{Lai2014}	0.36458087576937304
{Lai2014}	0.3363084670586394
{Lai2014}	0.3294161467058876
{Lai2014}	0.2978338410716417
{Lai2014}	0.290766957418486
{Lai2014}	0.265945458088958
{Lai2014}	0.46069231588632376
{Lai2014}	0.42447780390200107
{Lai2014}	0.41614213202543804
{Lai2014}	0.3862322911288987
{Lai2014}	0.083553390473071
{Lai2014}	0.07279443297404951
{Lai2014}	0.07027601374400627
{Lai2014}	0.062217829389863505
{Lai2014}	0.42848488238135896
{Lai2014}	0.39296325752025707
{Lai2014}	0.3848358783650945
{Lai2014}	0.35586000960371744
{Lai2014}	0.5418074301627764
{Lai2014}	0.5052740907254027
{Lai2014}	0.496738181855114
{Lai2014}	0.46564013259315734
{Lai2014}	0.4580308541388024
{Lai2014}	0.4218580585508622
{Lai2014}	0.41354421226458676
{Lai2014}	0.38372209020996084
{Lai2014}	0.5947439305173512
{Lai2014}	0.5591230082456905
{Lai2014}	0.5507202460431229
{Lai2014}	0.5197694399144498
{Leber2015}	0.7027936555232877
{Leber2015}	0.6716966795445163
{Leber2015}	0.6646994286244667
{Leber2015}	0.6372397188292908
{Leber2015}	0.9525235718261023
{Leber2015}	0.9452864526851584
{Leber2015}	0.9435903284061811
{Leber2015}	0.9365771919424754
{Leber2015}	0.9693853476385195
{Leber2015}	0.9646554843399273
{Leber2015}	0.9635516292438558
{Leber2015}	0.9589533314253413
{Leber2015}	0.9577145593959888
{Leber2015}	0.9512572842890067
{Leber2015}	0.9497349785328812
{Leber2015}	0.9434523036134466
{Leber2015}	0.9751882698518259
{Leber2015}	0.9713556110807268
{Leber2015}	0.9704595815801103
{Leber2015}	0.9667261574328068
{Leber2015}	0.8012069365616066
{Leber2015}	0.7772096968705262
{Leber2015}	0.7719147456974547
{Leber2015}	0.750291901172462
{Leber2015}	0.9718412102010257
{Leber2015}	0.9674805415847023
{Leber2015}	0.9664622662832019
{Leber2015}	0.9622188044896525
{Leber2015}	0.9819398379447143
{Leber2015}	0.979132809946704
{Leber2015}	0.9784796982856374
{Leber2015}	0.9757457078111456
{Leber2015}	0.974951120626611
{Leber2015}	0.9710785195676095
{Leber2015}	0.9701683931266492
{Leber2015}	0.9663870296353162
{Leber2015}	0.9853799960475438
{Leber2015}	0.9831163700470061
{Leber2015}	0.9825883619991436
{Leber2015}	0.9803806437487786
{Levchenko2000a}	0.7335368934671611
{Levchenko2000a}	0.7043167276926127
{Levchenko2000a}	0.6978518156867441
{Levchenko2000a}	0.6719981300289981
{Levchenko2000a}	0.9590382787454496
{Levchenko2000a}	0.9527292109263921
{Levchenko2000a}	0.9512841372744951
{Levchenko2000a}	0.945216718904863
{Levchenko2000a}	0.9736434949988502
{Levchenko2000a}	0.9695402058346714
{Levchenko2000a}	0.9686050226206139
{Levchenko2000a}	0.9646507576063686
{Levchenko2000a}	0.9635500687479012
{Levchenko2000a}	0.9579307427333612
{Levchenko2000a}	0.9566362100943628
{Levchenko2000a}	0.9512122269436503
{Levchenko2000a}	0.9786556016008907
{Levchenko2000a}	0.9753362940958823
{Levchenko2000a}	0.974578435619495
{Levchenko2000a}	0.9713743132492202
{Levchenko2000a}	0.8241983979781919
{Levchenko2000a}	0.8022765746110443
{Levchenko2000a}	0.7975322130429404
{Levchenko2000a}	0.7778087374443717
{Levchenko2000a}	0.9757655430406819
{Levchenko2000a}	0.9719853360610559
{Levchenko2000a}	0.9711232904120193
{Levchenko2000a}	0.9674773196503297
{Levchenko2000a}	0.9844757376534414
{Levchenko2000a}	0.9820490477398713
{Levchenko2000a}	0.9814978019896692
{Levchenko2000a}	0.9791566222241711
{Levchenko2000a}	0.9784552098278119
{Levchenko2000a}	0.9751017598784778
{Levchenko2000a}	0.9743321139450413
{Levchenko2000a}	0.9710873605146324
{Levchenko2000a}	0.9874384750823205
{Levchenko2000a}	0.9854834463223923
{Levchenko2000a}	0.985038125439297
{Levchenko2000a}	0.9831496164533668
{Liu2011}	0.6552173620898591
{Liu2011}	0.6218658492832714
{Liu2011}	0.614280474012192
{Liu2011}	0.5851037670525743
{Liu2011}	0.9413585625067434
{Liu2011}	0.9325422729104749
{Liu2011}	0.9304624958072826
{Liu2011}	0.9219279329554317
{Liu2011}	0.9620672088345491
{Liu2011}	0.9562551482290723
{Liu2011}	0.9548891315565102
{Liu2011}	0.949235207900477
{Liu2011}	0.9477425697697837
{Liu2011}	0.9398565050358867
{Liu2011}	0.9379851342437395
{Liu2011}	0.9303165015532686
{Liu2011}	0.9692293107584958
{Liu2011}	0.9645057299855245
{Liu2011}	0.9633937882476351
{Liu2011}	0.9587875013434323
{Liu2011}	0.7640724319444852
{Liu2011}	0.7370777879899998
{Liu2011}	0.7310632446024545
{Liu2011}	0.7069002496388188
{Liu2011}	0.9650777511822247
{Liu2011}	0.9597106081721979
{Liu2011}	0.9584485812824963
{Liu2011}	0.9532216955858359
{Liu2011}	0.9775730979298729
{Liu2011}	0.9741019238668325
{Liu2011}	0.9732885430091999
{Liu2011}	0.9699018446008796
{Liu2011}	0.9689378299984512
{Liu2011}	0.9641658362477503
{Liu2011}	0.9630365753542629
{Liu2011}	0.9583720324892134
{Liu2011}	0.981840288574543
{Liu2011}	0.9790366708638031
{Liu2011}	0.9783782538688511
{Liu2011}	0.9756385962038302
{Nakakuki2010}	0.6827618948410253
{Nakakuki2010}	0.6505219645672968
{Nakakuki2010}	0.6432105033688305
{Nakakuki2010}	0.6148359598086321
{Nakakuki2010}	0.947827647021873
{Nakakuki2010}	0.939877629175377
{Nakakuki2010}	0.9379971137457781
{Nakakuki2010}	0.9302721199581716
{Nakakuki2010}	0.966365058240321
{Nakakuki2010}	0.9611539345916891
{Nakakuki2010}	0.9599264042970612
{Nakakuki2010}	0.9548420008893813
{Nakakuki2010}	0.9535633901742474
{Nakakuki2010}	0.9464654198858699
{Nakakuki2010}	0.9447766652314944
{Nakakuki2010}	0.9378498747874814
{Nakakuki2010}	0.9727584494100745
{Nakakuki2010}	0.9685328388758871
{Nakakuki2010}	0.9675362079842028
{Nakakuki2010}	0.9634046861784918
{Nakakuki2010}	0.786006348073639
{Nakakuki2010}	0.7606003045201288
{Nakakuki2010}	0.7549501496173132
{Nakakuki2010}	0.7320891562834186
{Nakakuki2010}	0.9690466375937585
{Nakakuki2010}	0.9642382685511637
{Nakakuki2010}	0.9631050494065158
{Nakakuki2010}	0.9584087708718253
{Nakakuki2010}	0.9801710921927484
{Nakakuki2010}	0.9770728954870146
{Nakakuki2010}	0.9763456909477531
{Nakakuki2010}	0.9733159971659004
{Nakakuki2010}	0.9724941335809616
{Nakakuki2010}	0.9682242376315051
{Nakakuki2010}	0.9672116781651822
{Nakakuki2010}	0.9630265869969707
{Nakakuki2010}	0.9839644706517885
{Nakakuki2010}	0.98146605559499
{Nakakuki2010}	0.9808785594202554
{Nakakuki2010}	0.9784322565762034
{ODea2007}	0.7533515995883897
{ODea2007}	0.7250882618058194
{ODea2007}	0.718656677389374
{ODea2007}	0.6932550482957418
{ODea2007}	0.9626019003651959
{ODea2007}	0.9567588224550511
{ODea2007}	0.9553357767103422
{ODea2007}	0.949550712345953
{ODea2007}	0.9760424566572541
{ODea2007}	0.972261418891327
{ODea2007}	0.971344716878672
{ODea2007}	0.9675923639852374
{ODea2007}	0.9667603877274507
{ODea2007}	0.9615621214208876
{ODea2007}	0.9602888260935493
{ODea2007}	0.9551225257849049
{ODea2007}	0.9806494409703069
{ODea2007}	0.9775985755741884
{ODea2007}	0.9768582639069586
{ODea2007}	0.9738263238779523
{ODea2007}	0.8395189681915761
{ODea2007}	0.818792919702695
{ODea2007}	0.8141339065452906
{ODea2007}	0.7951074718846508
{ODea2007}	0.9779809592855103
{ODea2007}	0.9744999007539789
{ODea2007}	0.9736553180180967
{ODea2007}	0.9701974825601544
{ODea2007}	0.9859516838064031
{ODea2007}	0.9837263015310684
{ODea2007}	0.9831890032249349
{ODea2007}	0.9809786899827402
{ODea2007}	0.9804465224090312
{ODea2007}	0.9773611280780083
{ODea2007}	0.976608120817393
{ODea2007}	0.9735336972461794
{ODea2007}	0.9886613887331037
{ODea2007}	0.9868725495015607
{ODea2007}	0.9864401218470913
{ODea2007}	0.984662136107784
{Ouzounoglou2014}	0.299375808662497
{Ouzounoglou2014}	0.26963978841473685
{Ouzounoglou2014}	0.2626498434462595
{Ouzounoglou2014}	0.23887335042787483
{Ouzounoglou2014}	0.7810228992856095
{Ouzounoglou2014}	0.7547074810312561
{Ouzounoglou2014}	0.7483404019277666
{Ouzounoglou2014}	0.7239466083413626
{Ouzounoglou2014}	0.8491530545640817
{Ouzounoglou2014}	0.8293091639001998
{Ouzounoglou2014}	0.8244667911936414
{Ouzounoglou2014}	0.8055758106280384
{Ouzounoglou2014}	0.8008851201936878
{Ouzounoglou2014}	0.7763313426450857
{Ouzounoglou2014}	0.770348200819146
{Ouzounoglou2014}	0.7473650586749523
{Ouzounoglou2014}	0.8748106931393803
{Ouzounoglou2014}	0.857870017602871
{Ouzounoglou2014}	0.8537158091422643
{Ouzounoglou2014}	0.8374160779201694
{Ouzounoglou2014}	0.42267966768417065
{Ouzounoglou2014}	0.3876067561538776
{Ouzounoglou2014}	0.37941125657214975
{Ouzounoglou2014}	0.3503793611135446
{Ouzounoglou2014}	0.8598834636333734
{Ouzounoglou2014}	0.8411931147217957
{Ouzounoglou2014}	0.8366239101721437
{Ouzounoglou2014}	0.8187539820508178
{Ouzounoglou2014}	0.9062871188604507
{Ouzounoglou2014}	0.8931111988612194
{Ouzounoglou2014}	0.8898776840622525
{Ouzounoglou2014}	0.8770648121977426
{Ouzounoglou2014}	0.8736685216109222
{Ouzounoglou2014}	0.8565821909459085
{Ouzounoglou2014}	0.8523761021504959
{Ouzounoglou2014}	0.8359161848507632
{Ouzounoglou2014}	0.9230129855848568
{Ouzounoglou2014}	0.9120402058115373
{Ouzounoglou2014}	0.909337109208493
{Ouzounoglou2014}	0.8985940059080461
{Pathak2013}	0.6875200687494489
{Pathak2013}	0.6556179877675292
{Pathak2013}	0.6484115495852867
{Pathak2013}	0.6203170658241106
{Pathak2013}	0.9491272234370753
{Pathak2013}	0.9414111095640746
{Pathak2013}	0.9395978094407365
{Pathak2013}	0.9321204660720143
{Pathak2013}	0.9671445462769719
{Pathak2013}	0.962086805433289
{Pathak2013}	0.9609030433135238
{Pathak2013}	0.9559836736186301
{Pathak2013}	0.9546598269683115
{Pathak2013}	0.9477678958767913
{Pathak2013}	0.946138712900326
{Pathak2013}	0.9394323070940066
{Pathak2013}	0.9733566280479663
{Pathak2013}	0.9692540204845249
{Pathak2013}	0.968292081436802
{Pathak2013}	0.9642931563050738
{Pathak2013}	0.7894664627221339
{Pathak2013}	0.7644842945086279
{Pathak2013}	0.7589513626811645
{Pathak2013}	0.7364800351785045
{Pathak2013}	0.9697772411714642
{Pathak2013}	0.9651127750385724
{Pathak2013}	0.9640204040208179
{Pathak2013}	0.9594788359125591
{Pathak2013}	0.9805953497463439
{Pathak2013}	0.9775871955893597
{Pathak2013}	0.9768852070556157
{Pathak2013}	0.9739529339247297
{Pathak2013}	0.9731011773760185
{Pathak2013}	0.9689557604009016
{Pathak2013}	0.9679787073277417
{Pathak2013}	0.9639284714735374
{Pathak2013}	0.9842849574009453
{Pathak2013}	0.9818575462752168
{Pathak2013}	0.9812896298369639
{Pathak2013}	0.9789200070596118
{Pathak2013a}	0.7176326385279393
{Pathak2013a}	0.6873854674662349
{Pathak2013a}	0.6806048597055511
{Pathak2013a}	0.6538226525862195
{Pathak2013a}	0.9557266635715889
{Pathak2013a}	0.9489497010628887
{Pathak2013a}	0.947365574578732
{Pathak2013a}	0.940798487988848
{Pathak2013a}	0.9714775752921616
{Pathak2013a}	0.9670593478218105
{Pathak2013a}	0.9660310730939995
{Pathak2013a}	0.9617378640652288
{Pathak2013a}	0.9605751397052215
{Pathak2013a}	0.9545328380455036
{Pathak2013a}	0.953112095783182
{Pathak2013a}	0.9472341156965416
{Pathak2013a}	0.9768906887026871
{Pathak2013a}	0.9733136051119089
{Pathak2013a}	0.9724795995677693
{Pathak2013a}	0.968997310729062
{Pathak2013a}	0.8124431538546685
{Pathak2013a}	0.7894402214429632
{Pathak2013a}	0.7843819914232764
{Pathak2013a}	0.7636179086244939
{Pathak2013a}	0.973772168513764
{Pathak2013a}	0.9697006618756846
{Pathak2013a}	0.9687525074034218
{Pathak2013a}	0.9647925555693921
{Pathak2013a}	0.9831854758144749
{Pathak2013a}	0.9805681233863155
{Pathak2013a}	0.9799608361639688
{Pathak2013a}	0.9774136375503177
{Pathak2013a}	0.9766693870121518
{Pathak2013a}	0.9730548741966563
{Pathak2013a}	0.9722077144794978
{Pathak2013a}	0.9686805441033091
{Pathak2013a}	0.9863899296986992
{Pathak2013a}	0.9842802400481936
{Pathak2013a}	0.9837894673808156
{Pathak2013a}	0.9817336589534823
{Pritchard2002}	0.7535365110386076
{Pritchard2002}	0.7248908396200452
{Pritchard2002}	0.7181527382484735
{Pritchard2002}	0.6921821494667194
{Pritchard2002}	0.9614140198277703
{Pritchard2002}	0.9552796722437928
{Pritchard2002}	0.9536519427232704
{Pritchard2002}	0.9473351529651401
{Pritchard2002}	0.9754513626027282
{Pritchard2002}	0.9714914696025649
{Pritchard2002}	0.9704426123934733
{Pritchard2002}	0.9663439349450741
{Pritchard2002}	0.9658193506650106
{Pritchard2002}	0.9603679079385334
{Pritchard2002}	0.9589122866374311
{Pritchard2002}	0.9532720720377035
{Pritchard2002}	0.9802683161893924
{Pritchard2002}	0.9770805044828699
{Pritchard2002}	0.9762361697916468
{Pritchard2002}	0.972931058344163
{Pritchard2002}	0.8403068748904664
{Pritchard2002}	0.8192152042332266
{Pritchard2002}	0.8142357399266346
{Pritchard2002}	0.7945061450158581
{Pritchard2002}	0.9774233240809653
{Pritchard2002}	0.9737746396952723
{Pritchard2002}	0.9728074110804934
{Pritchard2002}	0.9690264794718128
{Pritchard2002}	0.9857124377343667
{Pritchard2002}	0.9833903498069568
{Pritchard2002}	0.9827777920864914
{Pritchard2002}	0.9803694284643196
{Pritchard2002}	0.9800298674182177
{Pritchard2002}	0.9768019077658316
{Pritchard2002}	0.9759414297756797
{Pritchard2002}	0.9725846226592834
{Pritchard2002}	0.988530370995709
{Pritchard2002}	0.9866695463444197
{Pritchard2002}	0.9861790591110039
{Pritchard2002}	0.9842485215429198
{Proctor2010a}	0.1921072686574533
{Proctor2010a}	0.17032941142783534
{Proctor2010a}	0.16520177768873073
{Proctor2010a}	0.14831115243333295
{Proctor2010a}	0.6639376078494398
{Proctor2010a}	0.6303516138938898
{Proctor2010a}	0.6223654132035779
{Proctor2010a}	0.5925828950989998
{Proctor2010a}	0.7571431309718628
{Proctor2010a}	0.7291162467963427
{Proctor2010a}	0.7223569882302665
{Proctor2010a}	0.6965858880098929
{Proctor2010a}	0.6901729742705129
{Proctor2010a}	0.6578858523388336
{Proctor2010a}	0.6501561878939599
{Proctor2010a}	0.6211986586236842
{Proctor2010a}	0.7946782843398262
{Proctor2010a}	0.7697707035060999
{Proctor2010a}	0.7637227232058377
{Proctor2010a}	0.740465918135514
{Proctor2010a}	0.2899705629299196
{Proctor2010a}	0.2607399745181921
{Proctor2010a}	0.2538709536815539
{Proctor2010a}	0.23053626846763953
{Proctor2010a}	0.7726565408509506
{Proctor2010a}	0.7458262385010547
{Proctor2010a}	0.7393389971796166
{Proctor2010a}	0.7145182998402849
{Proctor2010a}	0.842687303566985
{Proctor2010a}	0.822342039838316
{Proctor2010a}	0.8173803017249518
{Proctor2010a}	0.7980508809113056
{Proctor2010a}	0.7929749006575205
{Proctor2010a}	0.7679004964138304
{Proctor2010a}	0.7617954999880313
{Proctor2010a}	0.7383742100723203
{Proctor2010a}	0.8691417541219841
{Proctor2010a}	0.8517301659139876
{Proctor2010a}	0.8474621010620849
{Proctor2010a}	0.8307419054481835
{Proctor2013a}	0.537311257975249
{Proctor2013a}	0.5012010432278163
{Proctor2013a}	0.49281874317354163
{Proctor2013a}	0.46201271160624147
{Proctor2013a}	0.9071702717677661
{Proctor2013a}	0.8938609298319624
{Proctor2013a}	0.8906802300459326
{Proctor2013a}	0.8778740268400187
{Proctor2013a}	0.9390987226181253
{Proctor2013a}	0.9300685601328798
{Proctor2013a}	0.9279144514700871
{Proctor2013a}	0.9191415734779995
{Proctor2013a}	0.9168463387472909
{Proctor2013a}	0.9048261842169601
{Proctor2013a}	0.9019363841180934
{Proctor2013a}	0.8903043670504858
{Proctor2013a}	0.9503416826616857
{Proctor2013a}	0.9429270777271683
{Proctor2013a}	0.9411547099577496
{Proctor2013a}	0.933921629361316
{Proctor2013a}	0.6644578897740725
{Proctor2013a}	0.63159535521499
{Proctor2013a}	0.6241139847402177
{Proctor2013a}	0.5952512421781803
{Proctor2013a}	0.9438487962374028
{Proctor2013a}	0.9354784798916465
{Proctor2013a}	0.9334804083671039
{Proctor2013a}	0.9253338740179725
{Proctor2013a}	0.9636045155436936
{Proctor2013a}	0.9580929751052091
