model	error_rate	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	combinations	value
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_6_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_7_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_7_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_7_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_7_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_8_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_8_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_8_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_8_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_9_08_06	1
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_9_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_9_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	1_9_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_1_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_1_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_1_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_1_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_6_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_6_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_6_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_6_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_7_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_7_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_7_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_7_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_8_08_06	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_8_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_8_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_8_16_08	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_9_08_06	1
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_9_10_14	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_9_12_10	0
{borghans1997_fig12a-user}	0.25	4	8	15	0	0.375	0.375	0	0	0	0.375	0	0	0	2_9_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_1_08_06	1
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_1_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_1_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_1_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_6_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_6_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_6_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_6_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_7_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_7_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_7_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_7_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_8_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_8_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_8_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_8_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_9_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_9_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_9_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	1_9_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_1_08_06	1
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_1_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_1_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_1_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_6_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_6_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_6_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_6_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_7_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_7_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_7_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_7_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_8_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_8_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_8_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_8_16_08	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_9_08_06	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_9_10_14	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_9_12_10	0
{borghans1997_fig5-user}	0.2857142857142857	5	7	13	0	0.5714285714285714	0.14285714285714285	0.14285714285714285	0	0	0.14285714285714285	0	0	0	2_9_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_08_06	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_1_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_08_06	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_10_14	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_6_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_08_06	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_7_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_08_06	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_8_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_08_06	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	1_9_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_08_06	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_1_16_08	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_08_06	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_10_14	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_6_16_08	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_08_06	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_10_14	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_7_16_08	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_08_06	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_10_14	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_8_16_08	1
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_08_06	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_10_14	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_12_10	0
{brands2002_fig2-user}	0	11	11	11	0	1	0	0	0	0	0	0	0	0	2_9_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_1_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_1_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_1_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_1_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_6_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_6_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_6_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_6_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_7_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_7_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_7_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_7_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_8_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_8_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_8_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_8_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_9_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_9_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_9_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	1_9_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_1_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_1_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_1_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_1_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_6_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_6_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_6_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_6_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_7_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_7_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_7_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_7_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_8_08_06	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_8_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_8_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_8_16_08	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_9_08_06	1
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_9_10_14	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_9_12_10	0
{bucher2011_fig2-user}	0	18	29	30	0	1	0	0	0	0.1724137931034483	0.034482758620689655	0	0	0	2_9_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_1_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_1_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_1_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_1_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_6_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_6_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_6_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_6_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_7_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_7_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_7_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_7_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_8_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_8_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_8_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_8_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_9_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_9_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_9_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	1_9_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_1_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_1_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_1_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_1_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_6_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_6_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_6_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_6_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_7_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_7_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_7_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_7_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_8_08_06	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_8_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_8_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_8_16_08	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_9_08_06	1
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_9_10_14	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_9_12_10	0
{bungay2003_fig4-user}	0	74	66	110	0	1	0	0	0	0	0	0	0	0	2_9_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_1_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_1_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_1_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_1_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_6_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_6_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_6_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_6_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_7_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_7_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_7_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_7_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_8_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_8_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_8_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_8_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_9_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_9_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_9_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	1_9_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_1_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_1_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_1_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_1_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_6_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_6_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_6_12_10	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_6_16_08	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_7_08_06	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_7_10_14	0
{bungay2006_fig3a-user}	0	54	45	75	0	1	0	0	0	0	0	0	0	0	2_7_12_10	0
