model	error_rate	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	combinations	value
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_8_08_06	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_8_10_14	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_8_12_10	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_8_16_08	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_9_08_06	1
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_9_10_14	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_9_12_10	0
{essunger1994_fig4}	0.058823529411764705	7	17	16	0.058823529411764705	0.8823529411764706	0	0	0	0	0	0	0	0	2_9_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_08_06	1
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_08_06	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_16_08	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_08_06	1
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_10_14	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_12_10	0
{essunger1994_fig5}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_08_06	1
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_08_06	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_16_08	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_08_06	1
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_10_14	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_12_10	0
{essunger1994_fig6-user}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_1_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_6_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_7_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_8_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_08_06	1
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	1_9_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_1_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_6_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_7_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_08_06	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_8_16_08	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_08_06	1
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_10_14	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_12_10	0
{essunger1994_fig8}	0.058823529411764705	7	17	17	0	0.8823529411764706	0	0	0	0	0	0	0.058823529411764705	0	2_9_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_1_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_1_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_1_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_1_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_6_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_6_10_14	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_6_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_6_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_7_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_7_10_14	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_7_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_7_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_8_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_8_10_14	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_8_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_8_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_9_08_06	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_9_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_9_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	1_9_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_1_08_06	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_1_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_1_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_1_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_6_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_6_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_6_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_6_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_7_08_06	1
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_7_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_7_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_7_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_8_08_06	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_8_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_8_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_8_16_08	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_9_08_06	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_9_10_14	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_9_12_10	0
{ferreira2003_fig2f-user}	0	6	12	29	0	0.5833333333333334	0	0	0.4166666666666667	0	0	0	0	0	2_9_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_1_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_1_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_1_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_1_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_6_08_06	1
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_6_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_6_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_6_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_7_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_7_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_7_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_7_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_8_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_8_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_8_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_8_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_9_08_06	1
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_9_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_9_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	1_9_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_1_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_1_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_1_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_1_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_6_08_06	1
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_6_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_6_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_6_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_7_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_7_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_7_12_10	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_7_16_08	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_8_08_06	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_8_10_14	0
{fisher2006_fig3a}	0	14	17	22	0	1	0	0.11764705882352941	0	0	0	0	0	0	2_8_12_10	0
