observableId	preequilibrationConditionId	simulationConditionId	measurment	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
GTP-Ras (Epo = 50)			0.1827431404958678	0	NaN			
GTP-Ras (Epo = 50)			0.5529555371900827	5	NaN			
GTP-Ras (Epo = 50)				10	NaN			
GTP-Ras (Epo = 50)			0.7475139669421488	12	NaN			
GTP-Ras (Epo = 50)			0.5679215702479339	20	NaN			
GTP-Ras (Epo = 50)			0.533263388429752	40	NaN			
GTP-Ras (Epo = 50)			0.6199088429752067	60	NaN			
GTP-Ras (Epo = 50)				0	NaN			
GTP-Ras (Epo = 50)				5	NaN			
GTP-Ras (Epo = 50)				12	NaN			
GTP-Ras (Epo = 50)				40	NaN			
GTP-Ras (Epo = 50)				60	NaN			
GTP-Ras (Epo = 10)			0.1827431404958678	0	NaN			
GTP-Ras (Epo = 10)			0.9531000000000001	5	NaN			
GTP-Ras (Epo = 10)			0.9531000000000001	10	NaN			
GTP-Ras (Epo = 10)			0.921592561983471	12	NaN			
GTP-Ras (Epo = 10)			0.702615867768595	20	NaN			
GTP-Ras (Epo = 10)				40	NaN			
GTP-Ras (Epo = 10)			1.3233123966942149	60	NaN			
GTP-Ras (Epo = 10)				0	NaN			
GTP-Ras (Epo = 10)				5	NaN			
GTP-Ras (Epo = 10)				12	NaN			
GTP-Ras (Epo = 10)				40	NaN			
GTP-Ras (Epo = 10)				60	NaN			
GTP-Ras (Epo = 5)			0.1827431404958678	0	NaN			
GTP-Ras (Epo = 5)			0.5653593920500617	5	NaN			
GTP-Ras (Epo = 5)			0.7561785123966944	10	NaN			
GTP-Ras (Epo = 5)			0.6908005785123965	12	NaN			
GTP-Ras (Epo = 5)			0.561620082644628	20	NaN			
GTP-Ras (Epo = 5)			0.5248833154829673	40	NaN			
GTP-Ras (Epo = 5)			0.4478482020165616	60	NaN			
GTP-Ras (Epo = 5)			0.20606648592420285	0	NaN			
GTP-Ras (Epo = 5)			0.6309364462809918	5	NaN			
GTP-Ras (Epo = 5)			0.7768795341103621	12	NaN			
GTP-Ras (Epo = 5)			0.6065181818181817	40	NaN			
GTP-Ras (Epo = 5)			0.504906694214876	60	NaN			
GTP-Ras (Epo = 2.5)			0.20606648592420285	0	NaN			
GTP-Ras (Epo = 2.5)			0.3616733293253282	5	NaN			
GTP-Ras (Epo = 2.5)			0.47787883946956733	10	NaN			
GTP-Ras (Epo = 2.5)			0.5536082730467118	12	NaN			
GTP-Ras (Epo = 2.5)			0.4791845193588284	20	NaN			
GTP-Ras (Epo = 2.5)			0.3525335701005004	40	NaN			
GTP-Ras (Epo = 2.5)			0.3029177343085782	60	NaN			
GTP-Ras (Epo = 2.5)				0	NaN			
GTP-Ras (Epo = 2.5)				5	NaN			
GTP-Ras (Epo = 2.5)				12	NaN			
GTP-Ras (Epo = 2.5)				40	NaN			
GTP-Ras (Epo = 2.5)				60	NaN			
GTP-Ras (Epo = 1)			0.20606648592420285	0	NaN			
GTP-Ras (Epo = 1)			0.18801790405360022	5	NaN			
GTP-Ras (Epo = 1)			0.3107518136441449	10	NaN			
GTP-Ras (Epo = 1)			0.37864716788572267	12	NaN			
GTP-Ras (Epo = 1)			0.44393116234877833	20	NaN			
GTP-Ras (Epo = 1)				40	NaN			
GTP-Ras (Epo = 1)			0.16190430626837798	60	NaN			
GTP-Ras (Epo = 1)				0	NaN			
GTP-Ras (Epo = 1)				5	NaN			
GTP-Ras (Epo = 1)				12	NaN			
GTP-Ras (Epo = 1)				40	NaN			
GTP-Ras (Epo = 1)				60	NaN			
