id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	0.0	897.7532386779785	74	110	-1.0	
{Bungay2006}_{Bungay2006}	0.0	1040.5819416046143	78	113	-1.0	
{Bungay2006a}_{Bungay2006a}	0.0	452.76153087615967	54	75	-1.0	
{Eungdamrong2007}_{Eungdamrong2007}	0.0	188.37547302246094	46	119	-1.0	
{Froehlich2018}_{Froehlich2018}	0.0	52855.44800758362	1396	4704	-1.0	
{Holzhutter2004}_{Holzhutter2004}	2704.391000000025	2704.4695615768433	45	166	0.0	
{Hui2014}_{Hui2014}	899.1384999999946	899.8218774795532	65	113	0.0	
{Lai2014}_{Lai2014}	0.0	635.0208520889282	195	27	-1.0	
{Leber2015}_{Leber2015}	0.0	56.14936351776123	23	51	-1.0	
{Levchenko2000a}_{Levchenko2000a}	4617.312000000029	4621.530890464783	86	300	0.0	
{Liu2011}_{Liu2011}	0.0	160.99703311920166	42	89	-1.0	
{Nakakuki2010}_{Nakakuki2010}	0.0	2.190709114074707	49	141	-4.0	
{ODea2007}_{ODea2007}	426.5530000000035	427.04081535339355	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	0.0	3874.5399713516235	90	20	-1.0	
{Pathak2013}_{Pathak2013}	3.223000000000006	3.7599802017211914	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	2.8620000000000285	3.4047365188598633	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	0.0	144.24872398376465	25	87	-1.0	
{Proctor2010a}_{Proctor2010a}	0.0	5518.7177658081055	136	83	-1.0	
{Proctor2013a}_{Proctor2013a}	0.0	193.41468811035156	75	131	-1.0	
{Qi2013a}_{Qi2013a}	0.0	5499.866366386414	136	83	-1.0	
{Sasagawa2005}_{Sasagawa2005}	0.0	898.2186317443848	99	234	-1.0	
{Sengupta2015}_{Sengupta2015}	0.0	5343.665242195129	240	272	-1.0	
{Singh2006}_{Singh2006}	0.0	204.67889308929443	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	534.613999999995	535.4515314102173	50	56	0.0	
{Ueda2001}_{Ueda2001}	1.7489999999999988	2.029538154602051	13	66	0.0	
{Ung2008}_{Ung2008}	0.0	3875.464677810669	194	313	-1.0	
